title;author;publicationyear;isbn;europrice;stock
Le Couloir de tous les mépris;Gaillard Clémence;2006;612-0-9508-7275-8;67.96;4
Paths of Glory;Caterina Davis;2008;344-0-6100-7314-0;12.10;7
La progéniture du mal;Eva Sanchez;1968;655-3-2674-5953-0;26.74;5
Götz von Berlichingen;Amelia Bremser;1966;340-5-7555-3089-9;36.19;1
La progéniture du mal;Jade Garnier;2017;195-7-7295-0490-2;68.14;9
Die Dreigroschenoper;Freiherrin Florentine vom Banse;2011;841-9-9689-7793-3;08.68;9
Le Désir des femmes fortes;Paris Pauline;2001;838-5-0534-7664-8;19.16;6
The Parliament of Man;Mrs. Laila Yost;1988;372-3-5148-8561-2;64.02;2
Le Couloir de tous les mépris;Dr Julie Julien;1989;255-7-1702-0379-1;48.15;5
Damals war es Friedrich;Soraya Tietze;2016;251-9-5421-4535-6;24.72;7
Le Couloir de tous les mépris;Louna Chevalier;2003;255-2-0509-1182-8;08.92;4
Die Dreigroschenoper;Eric zu Tillack;2008;501-0-9965-9373-3;95.08;9
La progéniture du mal;Henry Alice;1990;161-1-7224-6908-5;27.14;6
The Yellow Meads of Asphodel;Stephen Hauck;1991;195-9-5275-5229-1;40.71;2
Le Couloir de tous les mépris;David Mattéo;2004;857-1-1769-6540-9;79.17;0
Sansibar oder der letzte Grund;Hr. Celine Tschiers;1943;517-4-1656-9873-6;39.92;3
La Peau des savants;Mathieu Noa;1953;736-6-0059-2019-5;14.82;2
Franziska Linkerhand;Lucien Goebel;2004;761-6-0980-5892-4;78.50;6
Le Siècle de la rue voisine;Mlle Julien Moreau;1964;045-6-5262-9229-9;25.70;2
The Proper Study;Braden Kub Sr.;1981;105-0-2381-8377-9;74.89;7
La progéniture du mal;Prof Eva Lambert;2011;477-6-5629-7525-2;15.05;0
Der Vorleser;Emmi Bauschke;2015;357-9-6976-2445-8;87.11;6
La Peau des savants;Justine Martin;2002;592-1-7772-2342-2;02.59;6
Die Physiker;Prof. Dr. Dr. Niclas Hengmith;2007;046-4-2787-3699-6;53.16;7
Pourquoi je mens ?;Durand Charlotte;1942;716-7-7096-5983-4;85.88;9
The House of Mirth;Keaton Sipes I;2005;604-3-8770-4625-7;52.50;6
Le Siècle de la rue voisine;Julie Renard;1955;490-1-8325-9565-6;20.08;0
Götz von Berlichingen;Juliana Michel;1967;359-1-0101-4686-7;57.26;2
La Promise du voyeur;Lola Moulin;1998;452-9-2613-3701-7;52.55;2
Mephisto;Ylvie Goldkamp;1985;024-5-6430-8602-1;20.89;7
La progéniture du mal;Fontaine Evan;2002;875-6-2314-5693-1;21.61;0
Tender Is the Night;Miss Eusebio Hoeger;2015;834-8-6480-6818-5;57.86;8
La Soumission comme passion;Lola Legrand;2005;163-0-9215-3985-1;60.05;5
Lenz;Gräfin Teresa vom Volkmann;1953;524-2-9659-8123-4;18.58;4
La Discipline des orphelins;Dubois Carla;2008;602-0-5542-9099-3;78.42;2
Das Schiff Esperanza;Freiherrin Fiona vom Thränhardt;2012;923-4-8768-8177-9;64.65;4
La progéniture du mal;Dr Alicia Lecomte;1953;406-3-8969-9157-9;64.82;1
This Side of Paradise;Mr. Jacky DuBuque;2017;508-1-6549-5737-8;23.79;9
La Soumission comme passion;Mme Alicia Morin;2015;568-9-5034-5314-8;47.57;1
Der Prozess;Linda Kass;1990;051-7-6513-3834-5;88.84;8
L'Odeur du sanglier;Prof Carla Andre;1969;190-3-1657-8817-8;16.53;9
Till Eulenspiegel;Helene Reusse;2006;742-8-0729-4170-9;22.53;9
Le Siècle de la rue voisine;Lucas Morin;2015;395-1-0777-9904-3;63.41;3
The Lathe of Heaven;Rowland Gerlach;1965;829-2-1989-8688-4;93.97;2
Le Siècle de la rue voisine;Emilie Faure;1940;317-9-1323-9914-6;58.79;7
Hyperion oder der Eremit in Griechenland;Ronja Dörner;2013;491-4-2431-0543-0;31.07;8
Le Couloir de tous les mépris;Prof Hugo Henry;2008;175-4-3635-9470-1;92.91;3
Jedermann;Karla Aryee;2013;414-7-0637-8763-5;78.27;7
La Soumission comme passion;Alice Deschamps;2007;645-1-9047-9704-8;33.74;9
Rosemary Sutcliff;Alex Simonis;2001;462-5-4773-8708-8;37.54;6
La progéniture du mal;Mathilde Riviere;1977;759-1-9031-9213-8;18.12;0
Wer einmal aus dem Blechnapf frisst;Mario Ranz;1959;576-1-9070-8987-9;37.21;6
La Peau des savants;Océane Chevalier;2008;041-0-6847-3071-9;15.22;0
Helden wie wir;Patrice vom Wilhelm;2006;042-4-5293-4833-6;86.03;0
Le Couloir de tous les mépris;Mélissa Berger;1951;045-8-6554-8123-5;17.55;3
Tender Is the Night;Michaela Weber;1971;202-5-1104-3743-2;62.76;1
La progéniture du mal;Renard Enzo;2016;676-6-3863-1651-0;56.10;6
Jakob der Lügner;Nick von der Briesenick;2008;032-4-2999-3120-9;75.00;4
Pourquoi je mens ?;Fabre Laura;2015;364-5-3552-8751-5;63.55;4
Der Steppenwolf;Charlotta Schwatlo;1998;090-1-7870-2364-5;07.77;8
Le Désir des femmes fortes;Noa Guerin;2015;177-8-0753-9719-5;26.93;0
Now Sleeps the Crimson Petal;Alan Pollich MD;1972;139-5-0047-9999-6;49.88;5
L'Odyssée invisible;Julien Moreau;1948;183-6-4703-2078-9;99.71;9
Der Sandmann;Imke Leyckes;2011;394-8-0734-3481-2;10.14;3
La Soumission comme passion;Dr Zoe Fleury;1972;905-6-2636-8832-5;22.37;3
Die Weber;Elly von der Busch;2005;897-2-2059-8845-7;48.42;2
L'Odeur du sanglier;Lefebvre Nathan;1969;797-3-1930-2392-7;54.63;3
Surprised by Joy;Estefania Jakubowski MD;2001;733-7-0754-0981-8;90.64;8
La progéniture du mal;Dr Noémie Thomas;2004;963-6-9765-4621-5;95.66;4
Franziska Linkerhand;Baronin Ruby vom Thiomas;2010;720-4-9160-3654-4;46.51;7
La Discipline des orphelins;Guerin Maeva;2008;815-2-3640-0161-3;47.22;8
Das Schiff Esperanza;Ahmad Strege;1994;752-5-4215-3093-4;50.77;6
La progéniture du mal;M. Mathéo Boyer;2006;431-9-0550-7133-9;13.12;7
A Darkling Plain;Harmon Schulist;2012;479-7-7020-5439-5;11.01;9
La progéniture du mal;Elisa Aubry;2004;414-8-3053-8925-4;63.57;8
Heidi;Emely Zaczkiewicz;2007;102-9-0058-7897-5;00.91;1
Le Désir des femmes fortes;Célia Rodriguez;1979;704-1-8774-0378-3;28.04;6
Ende einer Dienstfahrt;Jesse Grams;1980;388-8-9925-1182-5;13.61;6
Le Désir des femmes fortes;Renault Maëlys;1969;029-5-0319-3411-9;02.63;3
Waiting for the Barbarians;Gretchen Walsh;2015;530-1-9515-9647-9;57.29;2
L'Odyssée invisible;Joly Célia;1946;181-4-0868-7147-7;59.91;3
Die Dreigroschenoper;Tommy Waldmann;1987;436-8-6028-7905-0;48.65;2
La Discipline des orphelins;Mlle Adam Girard;2018;483-5-9004-2633-5;65.90;5
Helden wie wir;Mike Kastner;2018;124-6-4539-3404-3;97.81;4
La Soumission comme passion;Nicolas Mohamed;1973;785-6-2791-7783-3;10.67;2
Waiting for the Barbarians;Osborne Haley;2001;094-5-2212-0942-0;93.17;3
La Promise du voyeur;Marchal Camille;1981;601-6-3700-0429-3;62.48;6
Wilhelm Meisters Wanderjahre oder die Entsagenden;Graf Danny Karhoff;1987;503-1-1401-0432-2;33.20;3
L'Odyssée invisible;Louis Jeanne;1995;304-1-6949-8289-6;96.29;5
Homo faber;Rosalie vom Bigdeli;2003;235-8-1838-9657-4;61.15;5
La Discipline des orphelins;Carla Roux;1993;103-0-6104-1884-7;56.17;0
Fair Stood the Wind for France;Mr. Bertrand Hilll;1979;416-9-0728-0728-0;26.15;5
Le Couloir de tous les mépris;Mathilde Blanc;2002;149-4-2260-3824-6;07.55;3
Katz und Maus;Baronin Linnea Beh;1992;971-5-4076-2859-3;45.19;0
La Soumission comme passion;Rousseau Mathis;2003;525-3-3316-9656-6;96.71;2
Der Tod in Venedig und andere Erzählungen;Dr. Pia Deerberg;2003;127-4-5495-7216-5;81.39;4
La Soumission comme passion;Le roux Anaïs;2000;095-1-3933-5895-4;25.94;8
Specimen Days;Oma Graham;1960;723-9-4217-3668-1;94.26;9
Le Désir des femmes fortes;Aubert Elisa;2006;538-7-1472-2200-0;54.04;7
Es geschah im Nachbarhaus;Penelope Brettschneider;2008;627-0-0674-4096-3;64.10;8
La Soumission comme passion;Adam Elisa;1959;286-3-3203-1293-1;15.54;0
Der Tod in Venedig und andere Erzählungen;Anton Nabein;2012;572-3-8091-1841-5;94.21;1
Le Désir des femmes fortes;Lisa Baron;1966;849-9-8518-5768-3;93.58;6
Carrion Comfort;Miss Jamal Ortiz;2006;127-1-1137-8673-3;36.04;5
La Promise du voyeur;Mme Maxime Perez;1970;290-4-3979-2943-3;32.68;8
Das Schiff Esperanza;Selin Haaf;1959;262-6-6603-8102-1;97.42;2
L'Odeur du sanglier;Laura Brun;2013;521-9-5757-8578-9;54.82;3
Ansichten Eines Clowns;Salome Huls;2009;558-2-7898-9659-9;97.04;5
L'Odyssée invisible;Le gall Alexandre;1977;942-5-3071-9829-7;45.81;1
Arms and the Man;Helen Fisher;1958;819-6-9771-5404-4;26.02;0
La Discipline des orphelins;Carla Clement;2018;306-4-1391-6121-9;27.63;2
Der Spaziergang;Burak Hasler;1992;978-5-3993-5747-4;72.79;9
L'Odeur du sanglier;Prof Yanis Dupont;1985;236-0-5223-2773-8;52.13;5
Ganz unten;Graf Ismael Ostendarp;2016;354-3-8707-6789-8;45.69;9
La progéniture du mal;Axel Masson;2013;102-3-3219-6467-9;63.58;4
In Dubious Battle;Miss Jaunita Reilly;1962;671-0-8235-6084-4;34.07;0
Le Désir des femmes fortes;Romane Morel;2017;729-8-3315-4599-1;87.25;3
Tauben im Gras;Simeon Grube;1940;155-7-8280-1895-7;34.86;0
L'Odyssée invisible;Eva Fabre;2019;139-2-3350-6882-5;60.16;4
Damals war es Friedrich;Prof. Dr. Dr. Lennox Wanner;1988;781-3-4954-7514-7;47.04;3
L'Odeur du sanglier;Morin Paul;2006;682-6-6342-3593-7;63.44;0
A Time to Kill;Misael Schmidt;2018;285-7-4098-0996-1;37.27;5
La Discipline des orphelins;Schneider Lena;1951;509-7-8130-9807-7;95.33;1
Vor Sonnenaufgang;Ahmad Boruschewski;1980;435-6-0725-8685-8;60.94;2
La Promise du voyeur;Lina Perez;1998;261-7-3351-9292-0;09.98;9
Die Buddenbrooks;Sofia Hingsen;1947;098-2-4853-4828-4;32.01;6
La Discipline des orphelins;Evan Rolland;1965;054-7-1350-4079-8;69.08;4
Unweaving the Rainbow;Loyal Langworth;1943;251-2-6279-6652-8;52.88;3
La Promise du voyeur;Dumont Théo;1960;984-8-2893-7842-9;03.67;3
Ehen in Philippsburg;Laila Burkhard;1945;811-1-7566-9192-4;55.72;1
La Peau des savants;Breton Carla;2007;451-0-1927-9130-9;15.11;1
Die neuen Leiden des jungen Werthers;Burak Kolokas;2016;550-1-8894-4175-4;90.52;7
Pourquoi je mens ?;Célia Richard;2012;088-5-5985-2345-7;86.92;1
Pale Kings and Princes;Ms. Haylie Cummings;2014;745-4-1045-6694-5;94.53;4
La Soumission comme passion;Dufour Maeva;2001;094-2-1248-5804-7;30.32;7
Das Marmorbild;Anja Herbrand;2007;151-0-1870-5245-6;60.86;1
La Discipline des orphelins;Julie Lefebvre;2016;554-3-6218-1874-6;01.96;1
Bekenntnisse des Hochstaplers Felix Krull;Rike Splinter;1974;969-8-3922-9326-4;87.16;8
Pourquoi je mens ?;Maxime Roy;2012;504-3-3247-3858-6;29.99;2
Oh! To be in England;Rhiannon Wilkinson;2018;221-2-7678-1554-2;15.16;9
La Promise du voyeur;Laurent Lina;2010;526-8-5046-6638-9;84.71;4
Der Besuch der alten Dame;Jessy von der Menga;1993;997-0-0620-5544-1;42.34;3
Le Couloir de tous les mépris;Océane Poirier;2003;693-9-7396-0711-0;79.64;1
Der Goldene Topf;Liv Gierisch;1998;374-3-1035-0167-1;53.32;1
La progéniture du mal;Prof Lilou Royer;2019;532-0-9116-7356-5;59.51;2
The Millstone;Dillon Aufderhar III;2005;382-4-5243-3432-3;85.80;7
La Peau des savants;Mme Maxime Garcia;2018;282-3-0315-7990-6;50.06;3
Der arme Spielmann;Klaas Schedler;1977;471-9-0381-4733-5;98.81;3
La Promise du voyeur;Paul Poirier;2009;954-4-9277-9897-4;66.91;2
Paare, Passanten;Bilal von Sachse;1948;416-6-2946-3308-3;11.92;5
Le Couloir de tous les mépris;Mme Noémie Prevost;2010;557-0-1177-0008-6;41.48;8
Great Work of Time;Rusty Kshlerin;1976;775-3-1176-6829-6;52.82;2
L'Odyssée invisible;Prof Adrien Roche;1990;759-0-1300-7768-1;40.16;1
Das steinerne Herz;Joshua Tremmel;2005;294-5-5323-3534-3;81.76;0
L'Odyssée invisible;Adam Schmitt;2010;234-3-9680-3583-7;61.56;5
Der Vulkan;Graf Melanie Henry;1981;727-6-7962-7626-1;50.37;6
La progéniture du mal;Prof Charlotte Fournier;1977;090-6-0510-3310-5;82.33;4
The Torment of Others;Valentin Boyle;1986;660-4-3300-0461-8;95.81;4
La Soumission comme passion;Emilie Menard;2016;871-1-9320-2748-5;14.18;5
Don Karlos;Maren Mulrain;2017;559-9-7002-0264-5;00.78;4
La Peau des savants;Julien Ines;2014;372-3-3266-9465-1;48.61;4
Der Goldene Topf;Baran zu Baarck;1999;228-3-0418-4495-4;25.20;4
Le Siècle de la rue voisine;Sacha Dumont;1952;096-2-8603-9240-7;86.36;5
The Other Side of Silence;Miss Esther Willms;1969;595-4-6149-8791-3;53.06;3
La Soumission comme passion;Maëlle Aubry;2018;658-7-2838-0109-2;57.04;0
Im Westen nichts Neues;Tore Drews;2005;505-8-8528-9125-0;57.44;9
La Promise du voyeur;Hugo Paris;1953;633-5-5215-8595-9;97.82;6
Kabale und Liebe;Arwen Mehlorn;1956;643-6-6008-9992-9;89.18;9
L'Odyssée invisible;Gaillard Charlotte;1983;049-9-8569-6220-3;07.33;0
The Moving Toyshop;Judy Hyatt V;1942;154-4-2421-4193-8;32.73;0
La progéniture du mal;Anaïs Prevost;2005;267-8-8233-8058-1;05.96;4
Cleopatra;Neo Karhoff;2012;691-3-1083-8280-7;00.87;1
La Peau des savants;Maëlys Andre;2011;942-0-9119-6656-1;36.27;6
Miss Sara Sampson;Cassandra Zwiener;2000;427-8-3998-2516-6;72.00;3
L'Odyssée invisible;Théo Aubry;2014;835-5-4647-3686-3;08.47;6
The Lathe of Heaven;Annette Volkman;1985;575-7-6745-9947-3;09.04;3
La Promise du voyeur;Noah Gautier;1983;030-7-1433-7134-9;37.82;5
Der Stellvertreter;Dipl.-Ing. Steven Wujak;2002;001-9-4437-8651-6;05.32;9
La Soumission comme passion;Lecomte Camille;1953;658-3-4003-5582-9;86.94;4
Das steinerne Herz;Rosalie Gerdel;2016;416-6-4099-7023-9;81.91;6
Le Couloir de tous les mépris;David Benjamin;1982;078-2-7162-8764-5;50.45;4
Mr Standfast;Bradford Larkin;1978;293-1-4379-6102-9;65.69;6
Le Désir des femmes fortes;Alice Lecomte;1988;202-4-8861-0170-2;84.94;0
Frühlings Erwachen;Ben von der Münch;1961;410-5-1947-9900-1;75.99;3
La Discipline des orphelins;M. Zoe Cousin;1975;985-8-0277-5479-7;17.91;5
Der Stechlin;Arwen Buschbaum;1977;637-1-6841-4935-8;99.68;4
Le Désir des femmes fortes;Deschamps Mohamed;1941;362-8-1468-6322-4;88.01;8
The Man Within;Nyasia Cummerata;1981;336-5-3033-8218-0;44.62;1
Le Désir des femmes fortes;Dr Théo Adam;1978;332-3-5146-2921-7;09.43;7
Katz und Maus;Noah Buss;2008;407-7-8755-8607-5;59.97;5
Pourquoi je mens ?;Prof Quentin Thomas;1961;900-6-3649-5226-0;43.86;6
Helden wie wir;Amelie Tuch;1986;008-8-4751-7299-5;09.71;7
Le Couloir de tous les mépris;Mlle Raphaël Rolland;2002;027-7-0064-0165-7;74.78;0
All the King's Men;Santos Marvin I;1940;160-3-0493-0702-1;29.95;0
La progéniture du mal;Prof Victor Laurent;1956;138-9-4277-5737-4;16.86;9
Götz von Berlichingen;Cara von der Laack;1951;644-9-6839-6694-9;83.36;5
Pourquoi je mens ?;Collet Mathéo;2011;741-0-7093-8795-5;73.02;5
Vor Sonnenaufgang;Fr. Ali Soboll;2003;868-6-2043-5997-2;12.73;1
Le Couloir de tous les mépris;Mlle Sarah Simon;1979;381-5-3628-4625-7;53.79;7
Taming a Sea Horse;Elsie Donnelly;1963;962-7-8799-8982-0;41.32;2
L'Odyssée invisible;Lefevre Pierre;2001;112-1-4315-9903-0;61.70;7
Der Vorleser;Mario Kuschewitz;2005;277-2-1653-7344-7;41.56;7
La progéniture du mal;Garnier Rayan;2004;390-4-0215-8649-2;28.31;8
Die neuen Leiden des jungen Werthers;Fr. Kira Helm;1954;559-0-3574-8092-2;04.85;6
La Soumission comme passion;M. Manon Vasseur;2014;121-4-3209-7471-8;22.90;9
Rosemary Sutcliff;Mr. Maxime Walsh;1995;217-6-8289-2813-1;61.38;0
La Peau des savants;Juliette Girard;2019;094-8-8261-2407-9;40.91;0
Die Physiker;Jonathan Thyssen;2005;787-4-4920-9357-6;50.17;8
Le Couloir de tous les mépris;Prof Océane Breton;1998;678-6-8655-3899-1;37.68;3
Minna von Barnhelm;Fritz vom Dippl;1978;879-3-4040-2321-4;54.99;7
Pourquoi je mens ?;Antoine Guerin;1973;367-2-0320-1105-8;40.26;7
The Proper Study;Ewell Metz;2004;762-0-6238-6103-2;08.18;2
Le Couloir de tous les mépris;Dupuis Louis;2013;237-2-2904-8233-4;08.13;9
Die Leute von Seldwyla;Luk Wiegelmann;2006;215-8-0123-3499-9;83.33;6
Pourquoi je mens ?;Blanchard Léo;2019;851-7-8501-3503-0;91.80;2
Romeo und Julia auf dem Dorfe;Alessandro Winkelmann;2017;096-4-0484-8160-9;59.32;6
La Peau des savants;Lisa Roche;1952;311-8-7386-4882-3;52.80;8
Brandy of the Damned;Raheem Marvin;2004;007-0-6485-4662-2;25.41;3
Le Désir des femmes fortes;Prof Yanis Mathieu;1990;871-7-7320-0418-1;66.67;3
Bekenntnisse des Hochstaplers Felix Krull;Joyce Leiwesmeier;2004;836-2-1782-4779-6;19.01;0
La Peau des savants;Rey Yanis;2003;617-1-7261-4361-5;43.69;6
Maria Magdalene;Wilhelm von Poser;1960;094-7-7737-1383-2;19.18;4
La Promise du voyeur;Dubois Léa;1958;169-8-1442-9355-4;49.88;3
Look to Windward;Lela Ryan;1993;086-2-3310-8262-0;09.01;4
Le Couloir de tous les mépris;Prof Jules Robin;2002;385-5-6985-9895-5;49.55;0
Im Krebsgang;Kian von Dittmann;1946;549-9-9257-7201-0;14.16;8
La Discipline des orphelins;Mme Noémie Roussel;1993;908-8-5718-7884-5;85.09;0
Die Waffen nieder!;Graf Sönke Kummle;1986;663-1-1095-6327-3;65.40;8
Le Couloir de tous les mépris;Gaillard Yanis;2012;005-5-5866-3891-4;73.12;3
East of Eden;Haskell Stiedemann;2005;235-7-0854-9388-3;86.65;3
Le Couloir de tous les mépris;Mathilde Garcia;2010;222-2-2580-1884-9;82.27;5
Heidi;Rafael Schütz;2016;145-8-2571-6430-3;02.71;1
La Peau des savants;Michel Alicia;2013;145-1-2562-9248-7;83.04;9
Aus dem Leben eines Taugenichts;Dipl.-Ing. Murat Lohse;1940;752-9-4462-0767-5;73.43;4
L'Odyssée invisible;Deschamps Adrien;1973;001-9-7713-1978-7;35.38;9
East of Eden;Sabryna Douglas;1985;516-8-2519-8038-8;41.48;4
Le Couloir de tous les mépris;M. Ambre Rousseau;2001;475-3-8294-4963-2;83.93;5
Panter, Tiger & Co.;Rosa Schilling;1979;497-9-0639-2163-9;62.50;4
Le Couloir de tous les mépris;Mlle Clémence Aubert;2007;789-8-4070-0113-1;57.59;8
Maria Stuart;Freiherr Karla von der Gottschalk;1990;905-6-4439-7005-3;09.52;9
Le Couloir de tous les mépris;Lemaire Ethan;1969;183-1-4867-3627-7;83.84;0
No Highway;Christian Casper;2002;565-7-8317-8792-7;31.61;0
Le Couloir de tous les mépris;Mlle Evan Thomas;2016;371-8-3474-8803-3;94.35;2
Schachnovelle;Dr. Hamza Boruschewski;1968;552-4-7920-3870-7;67.92;8
La progéniture du mal;Romain Moreau;2004;513-5-8323-1854-1;18.86;5
Jedermann;Carlos Reitze;1961;931-1-2472-3227-0;07.66;6
Le Siècle de la rue voisine;Nathan Durand;2002;608-5-4938-7853-6;86.92;5
Now Sleeps the Crimson Petal;Mateo Smith;1980;167-5-2546-7139-8;92.71;1
Le Couloir de tous les mépris;Louis Maillard;1953;136-5-3189-5297-1;17.35;7
Die Leute von Seldwyla;Prof. Dr. Dr. Nino Leiteritz;1962;055-4-3276-8481-7;58.15;3
La Promise du voyeur;Thomas Quentin;1949;604-0-8508-7821-2;26.27;3
Die Marquise von O...;Baron Kimberly Oschkenat;1940;194-7-2697-7149-6;66.44;9
Le Couloir de tous les mépris;Lou Julien;2009;022-8-5706-8542-4;38.58;3
From Here to Eternity;Sonia Rogahn;2010;885-5-1204-1173-3;12.62;5
La Discipline des orphelins;Antoine Marchal;1968;379-7-7516-0033-8;61.09;1
Die verlorene Ehre der Katharina Blum;Johnny Hartmann;2019;983-2-0969-8100-9;59.26;1
Le Désir des femmes fortes;Fabre Mattéo;1946;023-6-3385-4733-4;91.16;2
Die Rote;Dr. Anneke Gabler;2012;992-6-3919-3643-2;34.83;8
Le Siècle de la rue voisine;Sacha Lemoine;2016;665-7-6560-4501-7;94.36;7
No Highway;Mitchell Christiansen;2012;243-3-9054-6809-2;76.24;1
La progéniture du mal;Da silva Jade;1967;625-5-0024-0493-0;35.20;3
Fabian;Freiherr Evelin Dengler;2016;155-1-9353-9716-9;35.66;5
La Peau des savants;Arthur Fleury;1941;241-1-2861-8155-5;60.74;4
Andorra;Mads zu Mühleis;2019;897-8-4019-6235-4;57.09;0
Le Désir des femmes fortes;Manon Dubois;2011;034-0-4370-0964-8;95.25;0
The Millstone;Shanon Schiller;1984;016-1-3076-6746-1;61.77;8
L'Odeur du sanglier;Antoine Le roux;2004;273-7-7248-3734-2;26.67;2
Die zärtlichen Schwestern;Shawn Behr;2013;233-4-3024-1094-4;62.10;2
La Soumission comme passion;Dr Pierre Chevalier;1964;471-8-0842-7681-1;92.18;4
Der Stellvertreter;Hannah Klimczak;1961;717-2-0266-4329-1;60.60;7
La progéniture du mal;M. Baptiste Roy;2008;696-4-6127-7504-5;73.31;0
The Moon by Night;Vilma Greenfelder;1969;986-4-3776-7620-0;16.11;9
La progéniture du mal;Dr Emilie Lemaire;1949;492-1-1391-5293-5;70.32;8
Tauben im Gras;Karl Stürmer;2010;722-8-3815-0419-1;67.18;7
La Discipline des orphelins;M. Antoine Nicolas;2011;153-3-9625-6394-5;12.06;4
Der eiserne Gustav;Amalia Reuss;2007;056-4-4599-8720-7;04.65;0
La Peau des savants;Dr Romain Marchal;1963;730-1-6481-4317-2;76.65;3
When the Green Woods Laugh;Gerardo Corwin;1952;545-2-7853-1429-3;84.39;6
L'Odyssée invisible;Prof Kylian Dupuis;1960;687-6-6238-8250-9;32.44;1
Es geschah im Nachbarhaus;Janna Hartlieb;1993;634-6-3624-1921-0;13.67;1
La Peau des savants;Menard Yanis;1943;771-1-1972-4990-9;24.91;1
Der grüne Heinrich;Graf Marissa Grasse;2015;198-9-1737-3550-5;64.53;1
La Promise du voyeur;Schneider Léo;2009;093-8-8735-7558-6;94.26;8
Mr Standfast;Miss Anissa Schiller;2003;756-1-0091-3502-4;75.92;7
Le Couloir de tous les mépris;Alexandre Fabre;1987;928-7-5827-7164-5;65.97;2
Faserland;Sydney vom Damaske;1944;029-0-8830-8480-8;70.15;7
La progéniture du mal;Mme Clara Lemoine;2007;165-4-1597-3192-9;79.73;6
Der Ausflug der toten Mädchen;Emanuel Urhig;1968;922-7-1532-1902-3;65.29;1
L'Odyssée invisible;Mathilde Olivier;1972;264-6-5368-9196-4;32.34;0
Arms and the Man;Fritz Aufderhar;1950;306-5-7024-8747-2;32.86;6
Le Couloir de tous les mépris;Mme Zoe Michel;1998;130-7-0068-0599-6;73.34;6
Siddhartha;Baronin Julien zu Jander;2000;433-3-8197-0561-8;50.30;4
L'Odeur du sanglier;Menard Noémie;1991;434-3-5459-2585-7;74.15;7
Jakob der Lügner;Friedrich Rosenthal;2002;596-9-2276-3693-4;29.54;2
La Peau des savants;Lisa Garnier;1952;575-7-9743-6351-2;86.49;1
Endless Night;Frederik Green;1960;257-2-8749-1037-6;59.85;2
La Soumission comme passion;Mlle Théo Vincent;1978;950-3-1718-9416-5;23.18;3
Der Schimmelreiter;Dilara Vogel;2014;910-9-6198-4346-5;24.11;8
La Soumission comme passion;Louis Deschamps;2015;339-7-7796-6041-9;19.15;7
Das kalte Herz;Graf Talea vom Kustermann;1951;003-7-2724-5476-0;21.00;8
Le Couloir de tous les mépris;Lena Laine;1974;767-9-0366-6175-4;19.94;2
Dulce et Decorum Est;Eliezer Littel;2011;306-4-0691-1711-7;50.16;2
La progéniture du mal;Louis Maeva;1950;561-6-7569-8758-2;22.63;9
Woyzeck;Sandro zu Schroder;1971;128-4-2634-2572-4;92.71;2
L'Odeur du sanglier;Noel Alexandre;2018;114-8-6470-2403-3;91.00;3
Über das Studium der griechischen Poesie;Tyler Pletsch;2018;153-2-7087-3139-5;63.76;8
La Peau des savants;Léa Colin;2008;165-9-1748-6302-3;75.56;3
The Daffodil Sky;Immanuel Cole;1988;152-4-3027-0405-6;47.59;6
Le Siècle de la rue voisine;Masson Ethan;1958;385-4-5123-7059-1;72.86;0
Die Marquise von O...;Kiana Schuhaj;2009;995-0-8233-7557-2;90.60;7
Le Siècle de la rue voisine;Mathis Meunier;2019;045-8-8078-0409-1;15.37;9
Das Parfum;Amir Maybach;2011;805-0-4295-6637-8;16.97;8
Le Désir des femmes fortes;Leclercq Maeva;1952;855-1-9894-1765-2;71.31;8
Terrible Swift Sword;Mr. Karine Keebler;2012;102-9-2231-0379-4;70.20;7
La Discipline des orphelins;Chevalier Adrien;1942;951-9-0421-4243-4;17.54;4
Die Erschiessung des Landesverräters Ernst S.;Freiherr Josua von Schwarthoff;1956;915-5-7328-2595-9;03.23;5
L'Odyssée invisible;Mlle Maëlys Guillaume;1945;090-8-1316-0695-3;78.34;4
Winnetou;Freiherrin Jeremie Schmidtchen;2003;448-4-0773-7453-2;17.16;9
La Soumission comme passion;Pauline Marchal;1975;122-5-3030-3706-1;10.92;1
Infinite Jest;Shyanne Nolan;1944;729-9-2827-5362-7;44.55;6
La Discipline des orphelins;Mlle Zoe Rousseau;2009;890-5-1554-3392-6;86.76;0
Heidi;Arthur Keller;1972;729-6-7545-4016-1;58.44;4
Le Désir des femmes fortes;Mlle Lucie Arnaud;2013;960-1-7091-5232-1;05.75;2
Das Versprechen;Anne Balzer;1970;598-3-9007-4800-0;57.83;6
La Discipline des orphelins;Vasseur Juliette;1942;624-7-9804-5371-2;14.72;3
Brandy of the Damned;Kip Rosenbaum;1971;582-8-5575-2487-7;78.22;8
Le Couloir de tous les mépris;Dr Pierre Dumas;1946;451-6-3034-3212-5;90.04;1
Der Vulkan;Piet Roba;2008;189-2-2680-1665-6;13.16;8
La progéniture du mal;Dr Eva Francois;2016;676-5-8108-8945-2;73.12;3
Die Rote;Baron Justin Mielke;1968;394-2-4388-6939-9;86.44;3
Le Désir des femmes fortes;Mlle Alice Riviere;2006;651-9-6868-9834-4;61.65;1
O Pioneers!;Sarai Donnelly;2003;415-4-4894-8122-4;45.86;7
Le Couloir de tous les mépris;Mlle Lina Collet;1958;401-0-4059-9758-0;98.72;3
