title;author;publicationyear;isbn;europrice;stock
Le Couloir de tous les mépris;Prof Maxime Guerin;1997;614-0-7897-3242-0;82.25;6
The Proper Study;Ms. Jonas Wilkinson;1991;135-3-0047-6213-5;48.17;7
La Peau des savants;Zoe Roger;1948;791-3-0966-1685-3;28.40;7
Tödliche Versprechen/Das Imperium der Wölfe;Marie vom Bormann;2001;779-4-7827-9202-6;62.71;8
La Soumission comme passion;Noah Guyot;2007;125-4-7774-5830-1;22.98;6
Der Vulkan;Claire Paschke;1958;193-6-9991-2429-9;39.52;2
L'Odeur du sanglier;Roy Mohamed;1965;179-8-6031-0470-6;49.81;3
Death Be Not Proud;Jacinthe Franecki;1942;083-3-5587-9208-1;07.44;8
Le Couloir de tous les mépris;Picard Noa;1952;937-7-3035-1065-2;14.33;9
Der (kleine) Schatz im Kugelbauch;Freiherrin Rasmus von der Lax;2013;712-3-9885-0381-4;73.56;4
Le Désir des femmes fortes;Mme Mattéo Lacroix;2014;779-5-3081-0778-6;22.79;1
Jakob der Lügner;Baron Maxima Wessinghage;2019;466-5-5928-7971-8;03.72;2
Le Siècle de la rue voisine;Clément Gonzalez;1982;050-0-8253-0376-5;09.22;5
Recalled to Life;Dr. Guadalupe Huel;2000;526-4-4285-8260-5;02.82;1
Le Couloir de tous les mépris;Mme Lou Boyer;1996;372-6-8442-5365-4;01.84;6
Über das Studium der griechischen Poesie;Dario Mühleis;1949;872-7-7762-2187-6;18.33;2
Le Désir des femmes fortes;M. Maxime Chevalier;2015;167-3-3147-5285-1;24.49;6
Siddhartha;Dr. Dilara Sollner;1968;771-3-2970-2640-9;23.36;2
Le Couloir de tous les mépris;Mme Thomas Lemaire;1968;122-3-9347-5364-3;78.46;0
That Good Night;Quinn Ernser;1956;806-1-6851-2194-3;01.70;8
Pourquoi je mens ?;Julie Bertrand;1989;939-5-2109-2749-1;74.28;0
Der Tod in Venedig und andere Erzählungen;Collien Hechler;2016;913-8-3338-2802-8;08.52;1
L'Odeur du sanglier;Noel Julie;2003;949-1-0330-1082-3;64.82;6
Mutter Courage und ihre Kinder;Dipl.-Ing. Alan Rockmeier;1953;470-8-5909-5804-6;25.74;1
Le Désir des femmes fortes;Léa Menard;1977;313-8-6333-1349-3;11.72;3
The Way of All Flesh;Nedra Jerde IV;1987;648-6-7737-2380-7;45.99;7
La Promise du voyeur;Marty Alexis;2007;309-2-7466-5004-8;99.23;4
Die Waffen nieder!;Rahel Helpling;1940;349-0-9871-0377-2;87.08;1
La Peau des savants;Thomas Clémence;2016;435-0-4672-2278-8;27.43;6
Die Leute von Seldwyla;Elijah Tietze;2000;147-6-5202-0873-6;91.15;5
La progéniture du mal;M. Romain Thomas;1960;688-0-0284-8458-9;28.92;9
Everything is Illuminated;Miss Bettye Klein;2006;160-0-6387-6822-3;52.01;8
L'Odeur du sanglier;Louis Renard;2015;313-8-1904-7626-8;95.68;4
Die Buddenbrooks;Prof. Dr. Nicolas Lanig;1976;116-6-3179-6388-9;04.10;7
Pourquoi je mens ?;Mme Mohamed Caron;2012;780-1-9576-8247-6;86.17;7
Effi Briest;Lyn von der Baumann;1966;669-0-3471-2365-6;65.58;1
La Soumission comme passion;Julien Lefebvre;1969;574-1-2519-0409-2;66.88;6
Tiger! Tiger!;Percival Dooley;2009;329-8-3331-4314-0;83.67;8
La progéniture du mal;Prof Lisa Gaillard;1944;841-5-2739-3310-4;72.40;9
Haus ohne Hüter;Fr. Hassan Krämer;1945;472-5-6300-2776-0;87.15;8
La Discipline des orphelins;Dr Baptiste Fabre;2017;674-9-4657-2949-9;61.70;6
Biedermann und die Brandstifter;Florian Neuendorf;2015;336-5-1265-0848-9;48.02;9
Pourquoi je mens ?;Célia Lefebvre;1951;019-5-3257-5690-8;06.88;6
The Heart Is a Lonely Hunter;Edward McClure;2005;363-5-0332-9170-2;39.08;8
La Soumission comme passion;Muller Léa;1965;986-2-0723-8141-1;74.11;6
Siddhartha;Hr. Sam Görlich;2002;403-1-8026-4740-7;39.22;7
Le Désir des femmes fortes;Yanis Lacroix;1946;842-8-5988-4497-7;89.67;7
Das Boot;Matilda von Moser;1964;093-5-5685-5867-9;41.15;2
La progéniture du mal;M. Louis Chevalier;2012;173-8-8715-3572-7;38.56;6
O Pioneers!;Elbert Rempel;2010;349-6-6868-3083-5;55.29;6
L'Odeur du sanglier;Morel Nathan;1960;800-8-2472-7832-5;53.45;5
Die Physiker;Gräfin Cem Kampschulte;2003;257-5-9608-6134-1;26.50;4
La Discipline des orphelins;Mme Paul Pons;1949;308-5-3935-8808-6;49.24;3
Unterm Rad;Graf Amon vom Weight;1996;756-6-6498-5808-8;92.73;1
La Soumission comme passion;M. Noah Michel;1954;213-5-7104-5074-6;25.15;2
Rosemary Sutcliff;Lavonne Collier;1993;805-4-9614-3179-0;94.00;7
Le Désir des femmes fortes;Prof Anaïs Roger;2009;065-3-2271-7423-5;88.65;8
Fabian;Fr. Emmy Dragu;2004;787-5-0073-4109-9;45.54;8
L'Odyssée invisible;Roux Eva;1983;518-5-1542-4638-1;04.81;1
Atemschaukel;Samia Kelm;1999;412-5-7481-2697-9;32.02;2
Le Siècle de la rue voisine;Mme Kylian Dumas;1943;884-0-4351-2255-0;90.06;8
In Dubious Battle;Albertha Heller;1999;110-1-8732-4145-2;50.55;1
L'Odeur du sanglier;Muller Axel;1946;970-9-7983-5699-6;91.68;0
Helden wie wir;Freiherr Antonio vom Wurm;1943;983-8-8552-1812-7;98.67;7
Le Désir des femmes fortes;M. Nathan Berger;1965;300-0-4271-0189-5;10.81;6
Kabale und Liebe;Prof. Maxine Evers;1966;735-1-1361-2645-3;85.49;0
Pourquoi je mens ?;Théo Roche;2015;514-5-2104-8114-1;69.31;1
The Wealth of Nations;Noah Cronin;1950;363-4-8457-8531-2;39.23;9
Le Siècle de la rue voisine;M. Romane Hubert;1990;382-9-0863-7655-7;70.01;9
Maria Stuart;Freiherrin Zeynep Galander;1988;683-4-4346-4387-6;88.48;9
Pourquoi je mens ?;Célia Dubois;2004;325-7-8527-7897-2;73.67;6
Maria Magdalene;Freiherr Sally vom Gast;1988;045-2-1800-4567-5;13.00;9
Le Siècle de la rue voisine;Lemoine Alexandre;1945;779-2-9868-7433-6;51.57;3
Shall not Perish;Scot Reynolds;1942;824-0-5164-4118-3;72.54;8
La Peau des savants;Mlle Mael Deschamps;2007;385-2-7070-1435-1;24.54;3
Bekenntnisse des Hochstaplers Felix Krull;Sina Voelkel;2015;769-2-0866-3373-2;47.29;1
L'Odyssée invisible;Adrien Richard;1992;867-2-1839-0052-7;88.39;9
Der Zauberberg;Graf Luc vom Frenzel;1982;401-9-2592-6963-5;11.40;5
La Discipline des orphelins;Muller Lucie;1981;332-8-4829-2146-4;83.43;9
Now Sleeps the Crimson Petal;Mr. Adelbert Farrell;1965;495-3-4706-0526-4;23.84;4
La Discipline des orphelins;M. Laura Blanchard;2017;281-5-9860-4562-0;13.80;2
Katz und Maus;Corinna Muckenthaler;2010;052-6-0644-8838-2;41.56;9
L'Odeur du sanglier;Ethan Durand;1995;139-2-6047-5959-7;17.13;3
Der (kleine) Schatz im Kugelbauch;Hr. Benedikt Jakobs;1985;982-3-6037-6170-8;04.25;5
Le Désir des femmes fortes;Léo Berger;2009;341-5-2278-9094-6;29.95;1
Things Fall Apart;Cristopher Carter;1982;839-6-3880-3782-1;52.95;7
Pourquoi je mens ?;Mlle Laura Robin;2003;171-5-4606-3564-2;82.62;1
Tauben im Gras;Gräfin Sena Michallek;2005;595-9-0469-1935-9;34.01;8
Le Couloir de tous les mépris;Prof Anaïs Gaillard;1992;722-3-2916-4937-2;38.04;7
Der Steppenwolf;Freiherrin John Konow;2012;976-4-8814-4346-3;21.42;4
Le Siècle de la rue voisine;Colin Justine;2003;642-3-9093-1210-2;76.72;5
A Handful of Dust;Dejuan Collier;1996;506-1-1900-2145-2;13.53;0
Le Couloir de tous les mépris;Noémie Meunier;1984;248-7-2806-6958-3;60.29;6
Winnetou;Paula Obermaier;2008;474-4-1364-5784-4;42.87;2
Le Couloir de tous les mépris;Mme Chloé Schneider;2006;384-2-0291-2038-2;52.03;5
Unterhaltungen deutscher Ausgewanderten;Mayra Filsinger;2009;998-4-2117-6951-3;46.25;5
La Soumission comme passion;Gabriel Leclercq;1963;096-9-0526-8143-9;71.80;3
Now Sleeps the Crimson Petal;Miss Benedict Cronin;1946;815-3-0068-5121-8;96.90;1
Le Siècle de la rue voisine;Prof Justine Roche;2017;086-8-3677-7554-5;29.39;8
Das Schiff Esperanza;Mikail Schuhaj;1991;341-9-9456-5746-3;80.80;5
L'Odyssée invisible;Mme Mohamed Roux;2019;407-4-3886-8483-2;64.65;0
Die Erschiessung des Landesverräters Ernst S.;Baronin Niels zu Strutz;2007;718-3-6450-4388-0;38.35;3
La progéniture du mal;Mme Alexis Roy;1967;389-2-4775-9855-2;96.54;3
The Doors of Perception;Marty Hilll;2002;181-8-9750-1028-4;98.18;8
L'Odyssée invisible;Mlle Lola Marchal;1989;678-1-8057-1815-7;05.65;0
Franziska Linkerhand;Dipl.-Ing. Hannah Hentschke;2008;442-2-5635-5627-1;89.61;1
Pourquoi je mens ?;Mme Gabriel Vidal;2016;044-2-1575-6204-6;66.41;8
Die Leute von Seldwyla;Leni Strunz;2013;741-1-9757-0200-5;07.98;9
La Discipline des orphelins;Brunet Manon;1970;707-3-5929-1632-1;70.24;2
The House of Mirth;Idella Graham;2006;472-7-4363-8441-7;54.80;3
L'Odyssée invisible;Prof Pierre Masson;1946;046-6-2206-0514-8;26.85;3
Die Waffen nieder!;Emilian von Leist;2009;371-6-5568-4846-0;25.28;2
L'Odyssée invisible;Riviere Zoe;2013;623-7-9605-0087-7;82.43;7
Lenz;Laureen Kesselschläger;1956;291-1-9395-3154-9;64.61;8
Le Désir des femmes fortes;Royer Maëlys;2018;147-1-7143-2381-4;04.50;3
Those Barren Leaves, Thrones, Dominations;Ronaldo Heathcote;1982;309-2-5514-4915-9;92.93;8
La progéniture du mal;Dr Mélissa Renault;1982;662-1-9845-3406-3;54.54;4
Leben des Galilei;Katharina Hujo;2009;456-7-1654-7077-7;63.50;2
Pourquoi je mens ?;Lucie Rousseau;2019;838-0-2079-2440-4;90.03;7
Die neuen Leiden des jungen Werthers;Natalia Klemme;2009;753-5-5408-8042-9;23.95;6
La Discipline des orphelins;M. Jules Dubois;1993;995-9-4886-3331-2;14.34;7
A Swiftly Tilting Planet;Nelle Gleichner;2008;123-5-7192-2466-8;48.40;2
L'Odeur du sanglier;Martinez Maëlys;1953;927-0-4137-9279-1;22.43;6
Till Eulenspiegel;Freiherr Salome von der Wagner;2015;361-0-8906-8656-3;95.90;0
Pourquoi je mens ?;Vidal Camille;2006;752-4-8888-3442-3;65.55;2
Effi Briest;Lilith Dittmar;1948;219-3-5143-7612-0;84.34;9
Pourquoi je mens ?;Carla Bourgeois;2010;214-8-1505-5895-1;92.26;0
Postern of Fate;Immanuel Witting Jr.;1974;740-6-5219-6577-5;61.08;0
La Discipline des orphelins;Deschamps Noa;1982;158-2-6481-3022-2;53.69;7
Die Waffen nieder!;Miriam Schuermann;1962;145-2-0871-4991-7;75.23;4
Le Désir des femmes fortes;Lacroix Ambre;1962;300-4-5101-7768-3;14.33;1
Der Ausflug der toten Mädchen;Baronin Shawn vom Habel;2008;611-3-1158-5553-9;51.62;9
La Soumission comme passion;M. Maëlys Clement;2000;065-8-0899-7628-8;80.57;3
Quo Vadis;Kali Satterfield;2004;801-7-9871-3067-8;07.17;5
La Peau des savants;Noah Mathieu;1961;634-0-0598-9777-6;42.96;6
Der Vorleser;Hr. Maya Gröss;2018;804-0-3917-1202-6;80.78;5
La Promise du voyeur;Mlle Eva Guillaume;1983;420-5-5465-9252-6;63.38;0
Die Physiker;Leo Montag;2019;797-1-5400-8369-5;72.84;7
L'Odyssée invisible;Leclercq Mael;2001;071-1-6611-1539-3;83.60;9
Of Human Bondage;Mrs. Tyrique Eichmann;2004;874-2-2229-2963-1;53.05;3
La Promise du voyeur;Mathéo Thomas;1946;729-7-4512-5470-3;45.09;7
Atemschaukel;Pierre vom Schulze;1956;051-9-4418-3910-9;75.40;6
La progéniture du mal;M. Noah Lemoine;1996;521-4-4694-1441-0;19.58;9
Tauben im Gras;Adriana vom Baarck;1976;460-4-6220-3255-5;42.64;1
La Discipline des orphelins;Lena Nicolas;2012;321-4-2147-3294-9;77.05;2
Dulce et Decorum Est;Eli Moore;2008;733-4-8851-6737-0;52.64;2
Le Siècle de la rue voisine;Lena Dumas;2016;673-5-8065-3684-3;09.67;4
Über das Studium der griechischen Poesie;Mattes Dauth;2011;837-4-1565-0833-1;34.73;2
La Peau des savants;Mathilde Carre;2011;527-1-9521-8502-4;37.90;4
Lenz;Karoline Lewke;2017;607-6-1697-7649-9;99.62;5
L'Odeur du sanglier;Benjamin Michel;2016;594-5-0817-4423-9;55.40;9
That Hideous Strength;Lorine Nikolaus;2017;110-6-3490-4204-9;42.76;8
La progéniture du mal;Lecomte Pauline;1992;883-2-9093-0119-0;36.75;0
Der Schimmelreiter;Karlotta vom Riethmüller;2005;293-7-4736-8598-2;26.76;5
La Discipline des orphelins;Blanc Benjamin;2011;977-9-9976-5224-1;24.57;3
Sterbender Cato;Prof. Dr. Dr. Niels Jander;2013;719-0-2830-0388-5;28.39;7
La progéniture du mal;Prof Lilou Dumas;2006;515-6-1538-3220-2;01.79;7
That Good Night;Brook Schultz DVM;1950;699-9-9240-8865-4;88.71;8
La Soumission comme passion;Mlle Benjamin Marchal;1990;633-2-9089-9057-6;42.01;2
Die Rote;Baronin Sidney von Ackermann;2015;261-5-0501-0436-2;58.01;1
Le Désir des femmes fortes;Bonnet Mael;1954;585-5-2850-6599-3;94.34;0
Die Weber;Ricardo zu Tschirch;2002;012-2-6329-4628-7;40.11;1
L'Odeur du sanglier;Le gall Emilie;1942;570-1-9017-7099-2;52.39;5
If I Forget Thee Jerusalem;Brant Schimmel;1976;967-0-4399-6310-9;66.26;6
La Promise du voyeur;Mlle Léo Renaud;2011;407-8-1379-0929-9;52.66;8
Der Mann ohne Eigenschaften;Freiherrin Ansgar von Will;2014;132-5-4732-6682-6;22.14;0
La Soumission comme passion;Francois Célia;1999;449-7-8443-1673-5;53.90;9
Die Rote;Sarah Saile;2000;955-9-1483-6611-1;24.93;2
Pourquoi je mens ?;Gautier Elisa;2016;175-7-2493-7754-6;78.87;2
Tender Is the Night;Reina Witting;1976;879-9-3642-4609-3;45.13;9
Le Couloir de tous les mépris;Vasseur Benjamin;1991;107-5-1995-6778-5;68.28;9
Maria Stuart;Ilias Bultmann;1971;094-2-8154-0834-8;47.86;4
La progéniture du mal;Lou Dumas;1941;111-6-7584-4939-7;71.17;6
Unterhaltungen deutscher Ausgewanderten;Lya Balcer;1983;751-7-7737-6379-8;22.21;8
La Promise du voyeur;Mme Maxime Aubry;2010;293-1-8166-0693-4;41.69;2
Ah, Wilderness!;Dr. Gennaro Schneider;1971;727-2-0519-7966-8;76.34;2
La Discipline des orphelins;Dr Quentin Vincent;2009;775-7-4151-2322-3;99.79;2
Atemschaukel;Eren von Beavogui;1941;335-0-6119-5298-4;61.98;8
La Discipline des orphelins;Prof Mael Picard;1976;947-0-6631-4746-8;20.52;7
Die Rote;Graf Katja Höhne;1970;273-2-4662-5209-7;49.96;4
La Promise du voyeur;Mael Dupont;1953;788-5-1440-2982-5;56.43;9
Behold the Man;Kylee Kunde;1992;307-6-1402-1676-5;53.97;9
La Promise du voyeur;M. Noah Hubert;2018;535-0-6123-2054-2;77.34;1
Reigen;Sahra Nöh;1955;755-9-5376-3872-5;85.57;1
La progéniture du mal;M. Elisa Duval;1953;383-5-5837-8975-3;20.16;6
Der Mann ohne Eigenschaften;Summer Radtke;2011;868-9-0253-5472-3;67.09;9
L'Odyssée invisible;Mlle Jeanne Duval;2006;890-8-8972-8608-8;76.71;7
Dulce et Decorum Est;Boris Luettgen DVM;1987;084-4-8369-9780-2;12.42;7
Pourquoi je mens ?;Paul Nicolas;1986;229-5-9145-4064-2;98.91;9
Helden wie wir;Marcel Barr;1941;456-3-4696-0761-7;64.72;2
La Soumission comme passion;Ethan Thomas;1984;558-4-0102-3635-9;57.74;2
Faust, Part I;Lean Fust;1966;368-2-0263-5666-6;23.08;7
L'Odyssée invisible;Philippe Alexis;1964;121-3-5553-8904-6;97.49;1
A Many-Splendoured Thing;Shaniya Grant;1989;672-0-9007-5010-1;28.15;1
La Soumission comme passion;Dufour Manon;2008;054-0-1141-5338-5;41.41;8
Wilhelm Meisters Wanderjahre oder die Entsagenden;Gräfin Brigitte von der Gratzky;2001;905-5-6759-2174-3;61.23;9
Pourquoi je mens ?;Mlle Juliette Philippe;2003;238-6-0987-5383-5;39.68;5
Im Krebsgang;Gräfin Alissa Briesenick;2003;987-5-0601-2725-5;65.81;7
La Peau des savants;Nicolas Prevost;2013;950-5-1386-8222-2;50.22;6
Waiting for the Barbarians;Ms. Louie Mraz;2000;910-2-4431-7818-0;76.07;6
Le Couloir de tous les mépris;Guillaume Arthur;1956;623-0-6388-3276-2;29.52;0
Wer einmal aus dem Blechnapf frisst;Freiherrin Heidi vom Hilgendorf;1951;948-0-0632-0900-0;90.65;3
L'Odeur du sanglier;Dr Victor Fernandez;1949;649-8-5573-6965-2;88.05;1
Effi Briest;Katrin von Schultze;1995;896-9-9579-2395-8;74.94;2
La Promise du voyeur;Lucie Marchal;2000;080-6-2134-2722-2;08.42;3
Where Angels Fear to Tread;Jeffery Stark DDS;2005;413-6-6609-3481-9;11.76;8
Pourquoi je mens ?;M. Marie Roy;2006;872-8-0501-8710-1;43.36;3
Romulus der Große;Hr. Lily Boxhammer;2016;028-1-6552-2246-4;33.00;3
La Soumission comme passion;Dr Maxence Barbier;1980;549-7-7947-9698-1;32.40;3
Im Westen nichts Neues;Elea Bigdeli;2015;562-8-2810-6341-3;47.65;7
Le Désir des femmes fortes;Lacroix Sarah;1989;557-5-2077-0209-6;33.54;8
I Sing the Body Electric;Monserrate Hintz;2012;231-5-8301-9447-8;67.91;2
Le Siècle de la rue voisine;Eva Nguyen;2008;130-8-9246-4134-2;97.04;3
Der Hauptmann von Köpenick;Clarissa Siener;2000;784-5-2847-0678-6;15.77;4
Le Désir des femmes fortes;Morin Chloé;1965;994-8-2511-4790-4;43.48;4
Emilia Galotti;Freiherrin Kimberly zu Dingelstedt;1984;996-2-9475-6275-3;04.26;9
Le Siècle de la rue voisine;M. Mathéo Legrand;2008;961-0-7482-8046-7;05.73;5
The Last Temptation;Bryon Collier;1979;444-7-3561-5459-5;40.20;0
L'Odyssée invisible;Noel Nicolas;1997;894-8-9760-5379-0;87.53;3
Emilia Galotti;Fabian von der Schumann;1956;870-8-6552-3084-3;39.33;0
La Promise du voyeur;Raphaël Richard;2014;097-3-1128-2655-0;53.62;0
Faserland;Benno Hohnheiser;1997;082-8-9080-5755-3;56.21;2
Le Désir des femmes fortes;Prof Mathis Boyer;2015;504-6-4345-3850-9;24.90;8
Shall not Perish;Aric Marquardt;1962;587-9-4656-7885-4;43.43;5
La Discipline des orphelins;Mme Arthur Berger;1986;127-0-1830-6540-7;16.59;6
Faust, Part I;Freiherrin Louise von der Dietz;2016;768-7-7387-6835-5;61.21;9
L'Odeur du sanglier;Lucas Lefebvre;1996;755-6-3860-8721-8;65.52;2
Homo faber;Anastasia Dittmann;1981;742-7-3726-1231-2;17.59;8
L'Odyssée invisible;Victor Paris;1991;571-2-9652-5196-6;87.50;3
The Little Foxes;Beaulah Grimes;1987;586-1-1259-8740-3;99.70;1
La Peau des savants;Prof Jules Gautier;2008;113-1-4543-6201-7;90.76;8
Des Teufels General;Marina von der Zuber;2017;061-9-9087-0018-7;16.68;8
La progéniture du mal;Lou Lemaire;2008;294-1-6227-0270-4;52.10;7
Katz und Maus;Gräfin Jens zu Wischek;2010;663-8-9249-7341-9;46.23;0
La Discipline des orphelins;Dr Mael Riviere;1967;436-4-4080-6971-5;75.86;7
The Mermaids Singing;Miss Diego Gottlieb;1975;893-0-4608-8084-5;10.45;5
La Peau des savants;Anaïs Caron;1985;685-7-9130-0080-3;14.54;9
Der Ausflug der toten Mädchen;Kian Storl;2002;624-0-8960-9890-2;45.52;5
L'Odeur du sanglier;Elisa Carre;2001;383-9-2155-2922-6;99.37;1
Lenz;Lenja Caspers;1954;414-8-4031-9220-3;54.28;1
Le Couloir de tous les mépris;Théo Moulin;2007;583-8-1456-1839-4;41.18;5
I Know Why the Caged Bird Sings;Mr. Jan Hettinger;1984;726-0-3078-2771-3;14.04;9
Le Siècle de la rue voisine;Mme Clément Meyer;2013;873-0-0075-7110-1;18.26;0
Vor Sonnenaufgang;Ilja Harnapp;1988;576-9-6093-4747-0;28.61;3
Pourquoi je mens ?;Mme Carla Guyot;2005;129-3-2937-8564-9;30.08;9
Die Räuber;Louise Farber;1964;501-4-6099-6942-2;44.73;1
Le Désir des femmes fortes;M. Julien Nicolas;1959;817-6-9898-9061-7;56.82;2
O Jerusalem!;Leora MacGyver;1988;494-1-0370-5431-4;81.51;7
Pourquoi je mens ?;Juliette Renaud;2015;076-2-4413-9216-2;14.10;3
Die Dreigroschenoper;Baron Fatima zu Hort;1957;527-1-9676-6026-4;62.87;9
La Discipline des orphelins;Prof Julien Charles;1947;639-7-0945-7321-7;48.30;6
Lenz;Malina Kleiber;1948;942-7-2260-3087-2;32.63;0
Le Siècle de la rue voisine;Rousseau Clément;2008;337-0-7943-4806-9;67.87;1
Death Be Not Proud;Janie Wuckert;1951;923-9-2009-2635-8;10.36;3
Pourquoi je mens ?;Mathéo Bourgeois;1992;526-2-2748-4901-3;56.48;1
Heidi;Penelope Spahn;2005;442-5-1476-1734-5;05.23;2
La Soumission comme passion;Paul Olivier;2000;369-3-2461-2619-0;75.34;3
Till Eulenspiegel;Freiherrin Alexia Riepl;1960;063-4-1326-6458-7;76.40;6
La Soumission comme passion;Dupuis Benjamin;1969;763-7-3164-7859-2;03.73;6
Carrion Comfort;Mr. Lorenz Douglas;1990;067-5-3522-0249-5;94.09;6
La Peau des savants;Prof Romane Dumont;1981;715-4-4775-5981-2;54.76;4
Der zerbrochene Krug;Klara Bouschen;1948;601-3-1871-0148-8;98.17;0
La Promise du voyeur;Vidal Louis;2011;622-1-1554-9326-5;96.60;9
Der Augenblick der Liebe;Baron Adelina von Roecker;1990;149-3-3807-3773-3;23.72;0
L'Odeur du sanglier;Mme Mathis Royer;2003;516-4-4845-6808-4;28.66;1
Cabbages and Kings;Lupe Lubowitz;1989;195-4-4121-6485-3;49.52;6
Le Siècle de la rue voisine;Prof Adrien Pons;1943;812-2-3189-6254-7;21.35;7
Der Schimmelreiter;Freiherr Judith Rother;2009;929-8-1063-4419-4;85.49;5
Pourquoi je mens ?;Pauline Rodriguez;2002;322-2-0236-3183-8;94.55;7
Die Box;Bjarne Drews;2002;894-4-7255-0858-7;90.11;6
La Peau des savants;Lisa Laurent;2009;119-7-8463-5612-7;88.42;8
A Confederacy of Dunces;Sarah Klocko;2005;941-7-5308-8718-1;55.08;8
La progéniture du mal;Dr Victor Hubert;2016;099-1-3577-1153-2;81.23;5
Faserland;Maren Sporrer;1984;215-4-4515-1914-5;98.78;2
L'Odeur du sanglier;Lola Fernandez;1943;515-4-7969-0029-4;26.41;4
Faust, Part I;Ann Klauder;1953;440-6-4045-5575-0;60.07;8
La Peau des savants;Marty Maëlle;2004;754-1-4639-9586-6;17.57;5
The World, the Flesh and the Devil;Rigoberto Jerde;1964;818-3-2934-5287-1;78.11;4
Le Désir des femmes fortes;Roger Alice;1988;225-1-3918-9027-1;03.06;9
Die zärtlichen Schwestern;Fr. Danny Keil;1954;801-5-9804-4474-4;17.74;9
La Peau des savants;Meyer Nicolas;1974;525-2-6990-1843-6;47.25;2
Panter, Tiger & Co.;Baronin Eddi Stang;2013;964-4-1675-7498-1;66.64;4
La progéniture du mal;Maxime Vidal;2009;274-3-2197-3606-9;77.74;0
The Grapes of Wrath;Ernest Macejkovic PhD;1969;440-3-4165-9207-7;45.13;7
Le Couloir de tous les mépris;Lucas Deschamps;2003;134-9-0522-1654-4;94.12;7
Emilia Galotti;Fr. Lina Hirsch;1957;917-0-4553-5160-2;09.71;8
Pourquoi je mens ?;Clement Yanis;1940;215-4-7085-8447-2;44.25;7
Ein fliehendes Pferd;Anastasia Knoll;1986;896-9-8000-0322-0;44.15;7
Le Désir des femmes fortes;Dr Célia Fabre;2012;073-3-3701-8810-6;89.53;6
The Stars' Tennis Balls;Darrion Oberbrunner Sr.;1958;044-3-8425-7134-8;65.12;8
La Discipline des orphelins;Denis Victor;1967;773-9-2873-0151-7;26.25;9
Italienische Reise;Sandra Erlei;1995;877-2-6809-1043-4;77.58;6
Le Désir des femmes fortes;Mlle Baptiste Muller;1984;878-9-0876-5785-3;17.68;0
Der Zauberberg;Anouk von Matula;1975;450-9-9728-5047-7;52.67;5
La Discipline des orphelins;Yanis Petit;1966;567-4-2054-2724-2;24.26;3
The Stars' Tennis Balls;Verner Bayer;1971;048-7-0978-6044-8;28.56;8
Pourquoi je mens ?;Axel Louis;2009;192-6-4238-4211-9;78.97;2
Nathan der Weise;Hanna Beckel;2013;184-3-1797-5293-5;08.99;2
La progéniture du mal;Garnier Maxence;1969;799-3-2828-3182-9;64.92;4
Jedermann;Freiherrin Finlay Cordes;1992;928-6-3798-6716-2;53.58;9
Le Désir des femmes fortes;Romain Julien;2001;575-3-2677-9710-9;14.57;2
Bury My Heart at Wounded Knee;Jabari MacGyver;1964;384-6-5131-7747-0;65.84;9
La Discipline des orphelins;Moulin Nathan;2018;669-2-0978-8454-1;78.98;9
Catharina von Georgien;Leroy Voigt;2013;879-7-3096-0520-7;04.48;5
La Peau des savants;Bernard Quentin;2013;119-6-8742-9370-2;28.83;0
Die unendliche Geschichte;Baron Fritz von Köhrbrück;1980;720-1-3593-9973-7;97.61;6
Le Désir des femmes fortes;Nicolas Le roux;2000;687-1-2442-1060-9;49.60;0
A Many-Splendoured Thing;Mr. Devan Harris;1945;678-5-8417-3927-6;08.94;3
Pourquoi je mens ?;Sacha Nicolas;2004;978-7-7847-8773-7;02.01;7
Lenz;Elif vom Will;1982;744-9-0465-4894-6;21.10;6
L'Odeur du sanglier;Dubois Maxence;1966;906-3-0901-3497-1;87.10;0
Die Blechtrommel;Karlo Sischka;2013;562-7-5981-0533-7;92.25;4
La Promise du voyeur;Nathan Carpentier;1971;198-9-5856-8516-3;77.82;2
Endless Night;Ewell Powlowski;2015;305-3-1410-5750-7;41.58;2
La Discipline des orphelins;Guyot Victor;1944;333-0-0704-3613-0;85.34;1
Die unendliche Geschichte;Hr. Marko Karsten;2015;790-9-5597-4907-0;04.41;9
La Promise du voyeur;Emilie Benoit;1998;078-3-3117-2740-0;04.80;7
Der gute Mensch von Sezuan;Graf Arian zu Skibicki;1997;235-2-2158-3926-5;39.33;3
L'Odeur du sanglier;Deschamps Maxence;2005;477-8-7767-3289-9;84.66;9
The Doors of Perception;Mrs. Santa McLaughlin;2007;351-8-6751-9205-8;85.92;9
Le Siècle de la rue voisine;Benjamin Jacquet;1973;382-1-2523-0574-2;54.67;5
Eiche und Angora;Bryan Scherer;1964;182-7-6799-7401-6;89.66;6
La Peau des savants;Pauline Jacquet;2017;083-4-2334-7274-5;89.17;8
Über das Studium der griechischen Poesie;Kalle Kumbernuss;2012;859-1-1975-6823-0;82.31;2
Le Couloir de tous les mépris;Giraud Noémie;1976;290-0-2085-5482-0;20.25;9
The Far-Distant Oxus;Viviane Eichmann;2005;500-8-4945-2822-1;16.41;6
Le Siècle de la rue voisine;Prof Lilou Robert;1961;460-9-0389-6012-9;83.92;4
Das Boot;Laurence Mau;2000;837-4-7388-3239-7;38.34;7
