title;author;publicationyear;isbn;europrice;stock
The Glory and the Dream;Jonathan Bechtelar;2016;929-4-7834-6816-5;89.69;1
La Discipline des orphelins;Adam Noa;2005;888-2-5405-1555-9;37.60;6
Das Versprechen;Freiherr Celine zu Kosenkow;1998;260-3-2804-3381-0;09.47;7
La Peau des savants;Sacha Francois;1960;608-3-6155-8863-9;71.59;6
Tauben im Gras;Finlay vom Fricke;2008;543-2-7617-9468-3;85.61;0
Le Couloir de tous les mépris;Prof Rayan Renault;1998;589-4-0641-9920-4;89.15;8
Great Work of Time;Reese Tromp Sr.;1996;575-5-5878-8360-7;98.48;2
La Soumission comme passion;Mattéo Brun;1966;021-0-1919-1450-4;22.50;5
Der Tod in Venedig und andere Erzählungen;Conner Siemon;1969;670-8-5351-3303-0;40.80;5
La progéniture du mal;Prof Ambre Joly;1999;216-0-3204-6981-1;04.68;7
Der Richter und sein Henker;Sammy Buder;1958;016-5-7324-7182-4;73.64;9
La Soumission comme passion;Mme Lola Moreau;1978;292-1-6551-3714-2;28.29;1
O Jerusalem!;Dee Spencer;2012;052-7-2354-7723-0;87.46;6
Le Couloir de tous les mépris;Tom Gonzalez;1943;374-2-5062-8956-4;16.93;8
Der Zauberberg;Cedric Busemann;2009;057-2-0565-2220-1;54.05;6
La Soumission comme passion;Dr Adrien Boyer;2017;103-4-3417-9477-3;70.90;4
Bekenntnisse des Hochstaplers Felix Krull;Baron Nicole von Letzelter;2000;877-6-6250-1704-3;14.54;8
Pourquoi je mens ?;Dr Louis Leroy;2003;628-8-3389-9674-7;78.99;3
Butter In a Lordly Dish;Ebony Kshlerin;1943;525-1-0793-1832-8;29.49;4
Le Désir des femmes fortes;Girard Mathilde;1958;694-0-3662-0584-3;51.57;9
Die Rote;Dipl.-Ing. Daniel Kleinert;1954;674-6-6358-1248-2;22.41;4
L'Odeur du sanglier;Richard Romain;1946;310-5-9418-1217-9;20.23;5
Die Leiden des jungen Werther;Justin Werrmann;1961;224-2-9762-7943-1;63.72;5
La Peau des savants;Gerard Chloé;1949;789-5-5109-7369-0;43.59;3
Let Us Now Praise Famous Men;Mr. Tremayne Gorczany;1992;999-9-9424-7782-0;94.89;2
Pourquoi je mens ?;Morin Lilou;2011;287-1-5334-9059-6;31.88;4
Wilhelm Meisters Wanderjahre oder die Entsagenden;Hr. Line Weber;2008;824-2-1634-5592-9;87.55;8
La Discipline des orphelins;Leclercq Rayan;2001;200-6-5647-5666-8;84.15;8
Der Tod in Venedig und andere Erzählungen;Dipl.-Ing. Lea Karus;1968;233-8-9895-7027-2;69.04;2
Le Siècle de la rue voisine;Michel Lilou;2016;141-5-4452-8644-7;85.45;6
Blue Remembered Earth;Dillon Grimes DVM;2017;314-2-2429-1237-3;88.86;1
Le Couloir de tous les mépris;Durand Clémence;2012;719-9-6601-4459-2;52.55;8
Die Marquise von O...;Jannis Sievers;2016;774-0-0942-9920-0;04.74;6
La Peau des savants;Huet Jade;2001;271-8-0419-2082-1;71.99;6
Die verlorene Ehre der Katharina Blum;Sophie Koehl;2011;266-3-5791-2578-2;24.90;7
La Promise du voyeur;Antoine Arnaud;2017;302-1-0960-5641-9;37.86;0
A Darkling Plain;Rosamond Murazik;2008;455-6-4714-2561-8;47.21;5
Pourquoi je mens ?;Gauthier Victor;2016;145-5-4930-6505-3;28.51;5
Kabale und Liebe;Yara Hargasser;2015;116-2-6188-8008-9;32.81;4
La Promise du voyeur;Juliette Marie;1967;092-1-7264-6305-5;68.64;6
Die Rote;Freiherr Jasper vom Gunkel;1993;478-6-9927-7949-4;05.45;7
L'Odyssée invisible;Prof Ambre Carpentier;2017;164-8-8741-4616-8;37.47;0
Terrible Swift Sword;Ms. Dave Bauch;2015;298-0-7173-2988-1;16.39;5
La Soumission comme passion;Quentin Picard;1987;588-0-9126-8631-3;06.53;9
Catharina von Georgien;Xenia Brix;2012;194-7-6057-8053-4;07.16;1
L'Odeur du sanglier;Sanchez Justine;2010;834-0-9218-6290-1;34.40;5
Wer einmal aus dem Blechnapf frisst;Carlo Frey;1982;473-3-1109-7586-0;57.72;9
La progéniture du mal;Mlle Lilou Muller;2000;353-7-4714-0610-9;76.85;4
The Soldier's Art;Ambrose McDermott;2000;548-4-4202-6981-7;53.66;8
L'Odyssée invisible;Antoine Chevalier;1999;579-0-3903-1954-5;70.56;2
Wilhelm Tell;Philipp Brosch;2016;805-3-3427-1207-4;14.98;9
L'Odeur du sanglier;Mme Laura Royer;2003;000-4-0729-4459-0;17.37;0
Lerne lachen ohne zu weinen;Baron Nora Burger;2008;425-1-8890-3281-4;17.73;8
La progéniture du mal;Dr Anaïs Benoit;2001;262-2-1348-1502-9;86.79;9
East of Eden;Mrs. Shea Larkin;1995;688-9-5263-2898-2;91.87;0
Le Siècle de la rue voisine;Leclercq Mathilde;2015;804-8-4494-9671-9;69.17;7
Die Leiden des jungen Werther;Luka Ender;1944;992-5-2302-2614-8;38.52;7
L'Odeur du sanglier;Schneider Alexandre;1981;687-6-7441-3123-8;83.54;4
Die Box;Laurin zu Kunz;1943;718-6-5560-2397-4;83.20;0
Le Couloir de tous les mépris;Mme Mathilde Girard;1988;508-4-7439-0425-7;02.18;3
The Little Foxes;Judah Cronin;1951;339-1-5597-6699-9;10.89;7
L'Odyssée invisible;Dumont Alice;1942;493-9-1324-9674-0;51.95;7
Ganz unten;Gräfin Hamza Olbrich;2016;652-7-5350-8570-1;90.68;0
Le Couloir de tous les mépris;Elisa Adam;2017;168-1-5096-4590-6;89.35;8
Im Krebsgang;Gräfin Wiebke Oberem;1981;806-5-4225-3121-8;92.06;4
Le Siècle de la rue voisine;Pauline Lemoine;1988;200-3-0768-4482-4;72.75;0
A Scanner Darkly;Efren Hyatt;1999;370-3-6930-9612-2;55.83;2
La Discipline des orphelins;Célia Aubert;1967;188-2-0744-3114-2;82.65;1
Winnetou II;Denise Möhsner;2006;096-1-4748-4676-0;52.13;9
La progéniture du mal;Dr Mélissa Dupuis;2012;059-5-5815-6102-7;07.34;7
Die Räuber;Ecrin zu Heinke;1957;049-2-6918-5368-6;82.34;4
Pourquoi je mens ?;M. Ines Robin;2010;683-7-9636-8823-7;67.21;2
The House of Mirth;Mariam Cormier Sr.;1948;774-3-4393-4310-0;24.35;0
La Discipline des orphelins;Océane Caron;1944;150-8-9963-9073-6;34.38;9
Wer einmal aus dem Blechnapf frisst;Linn Adams;1950;146-3-2853-9955-0;75.89;1
La progéniture du mal;M. Lina Bonnet;2007;263-8-3346-7593-8;67.61;8
Dantons Tod;Ilayda Stephan;2019;247-6-4515-8930-9;41.00;4
Pourquoi je mens ?;Prof Mathis Renault;1960;406-4-6174-7261-4;05.27;8
Consider Phlebas;Sonia Veum Jr.;2010;546-1-0578-2054-6;01.01;4
Le Siècle de la rue voisine;Barre Pierre;2001;146-7-2255-8289-4;19.99;1
Der Hauptmann von Köpenick;Freiherr Elli Kreb;2000;756-0-2193-2586-6;01.00;8
La Peau des savants;Dumas Léa;1993;321-6-6003-7154-4;13.94;8
Dantons Tod;Oscar Blassneck;2007;043-3-5344-2236-1;73.26;3
La Discipline des orphelins;Fabre Nicolas;2013;319-4-0114-5456-8;67.73;8
An Evil Cradling;Royce Dickinson IV;2005;376-8-1057-2186-8;26.49;3
Le Désir des femmes fortes;Berger Lena;1951;094-2-9582-9218-0;08.31;8
Der Augenblick der Liebe;Freiherrin Marleen von der Paschke;1942;239-5-0104-2870-7;47.69;3
La Soumission comme passion;Renard Enzo;1996;227-3-0521-6882-5;03.52;5
Der Schimmelreiter;Carlo Bürklein;2004;335-7-7281-6181-5;50.98;3
La Discipline des orphelins;Lemaire Benjamin;2003;962-4-7796-8728-1;65.93;1
A Swiftly Tilting Planet;Burdette Stanton;2008;664-9-4835-6984-9;57.10;6
La Peau des savants;M. Elisa Olivier;2002;303-6-0680-7445-2;82.20;0
Die Physiker;Ina Bruckmann;2000;876-0-6826-2492-2;57.87;7
L'Odyssée invisible;M. Léa Gaillard;1952;274-2-8816-9308-9;58.26;4
Narziß und Goldmund;Baron Mona von Roba;2005;254-6-4802-1022-2;00.58;7
L'Odyssée invisible;Sarah Martin;1942;366-0-0583-0843-8;53.69;4
The Other Side of Silence;Daisha Purdy;2014;725-9-9733-0845-1;30.34;4
L'Odeur du sanglier;Colin Romane;1957;664-9-3549-3642-0;68.87;9
Maria Stuart;Jasmine Malkus;1957;562-1-0326-1987-0;77.14;8
L'Odyssée invisible;Maëlys Menard;2004;162-8-4584-4025-1;99.54;8
Der Tod in Venedig und andere Erzählungen;Yvonne Bremser;2018;462-2-3051-5186-1;37.13;1
L'Odeur du sanglier;Morin Zoe;1984;918-2-1927-7370-8;99.95;3
Things Fall Apart;Augustus Maggio;2003;994-9-9982-1963-5;43.03;9
La Promise du voyeur;Nathan Mathieu;2005;799-2-7635-7052-1;10.51;1
Die Räuber;Freiherrin Valerie von der Mai;2017;386-9-3335-9833-2;92.94;3
Le Couloir de tous les mépris;Renault Lou;1944;284-0-9420-2297-5;42.67;4
Don Karlos;Ali Kozakiewicz;2005;455-2-8660-4492-2;39.87;6
La Soumission comme passion;Schneider Noah;2009;842-0-6082-6548-2;47.54;0
An Evil Cradling;Miss Maiya Stehr;2014;899-1-2426-4591-6;18.72;3
La Promise du voyeur;Yanis Duval;2008;497-6-5127-6923-4;45.36;5
Über das Studium der griechischen Poesie;Gräfin Maurice Aschenbroich;1970;977-2-9199-8146-2;08.90;2
La Soumission comme passion;Roger Charlotte;2012;142-2-0883-0553-2;38.75;3
Der Vulkan;Baronin Mads Kühnemund;1959;830-4-4666-0365-1;31.31;0
Pourquoi je mens ?;Vasseur Gabriel;2007;615-4-0639-2357-7;67.74;5
A Many-Splendoured Thing;Walter Russel;2019;554-5-5184-3974-2;15.38;1
La progéniture du mal;Clement Axel;1979;647-9-6571-3645-4;96.70;7
Maria Magdalene;Daniel Just;2014;006-3-5960-8156-4;40.22;2
La progéniture du mal;M. Lucas Lemoine;1971;777-7-1108-5110-2;00.99;1
Unterm Rad;Freiherr Henriette Stolle;1941;323-3-7288-0008-4;60.43;5
La Peau des savants;Dr Lilou Lopez;1957;849-1-6906-0172-2;61.11;9
The Millstone;Chaim Monahan;1983;881-2-0454-2656-6;46.07;4
La Peau des savants;Juliette Lucas;2009;397-8-4442-7760-6;14.35;8
Die Physiker;Graf Steffen vom Blassneck;1956;586-2-4376-6561-7;30.74;4
L'Odyssée invisible;Laura Leroux;2010;292-6-5179-2127-8;36.93;6
Miss Sara Sampson;Alica zu Bogenrieder;2000;683-8-9585-2139-8;40.80;7
La progéniture du mal;Mlle Maeva Petit;2015;961-6-6565-4697-8;92.70;0
In Death Ground;Zoey Runolfsson DVM;2014;945-2-5382-2277-9;02.39;4
La Promise du voyeur;Mme Elisa Francois;2016;037-6-0750-1481-9;55.81;2
Heinrich von Ofterdingen;Gräfin James von der Ade;1968;694-6-5685-6510-7;75.72;2
Le Couloir de tous les mépris;Duval Alicia;2015;305-7-0976-0690-1;36.39;8
Die Waffen nieder!;Baron Christian Leide;2006;750-7-6416-2359-2;48.28;6
Pourquoi je mens ?;Moreau Nicolas;1977;099-9-6604-5801-2;39.21;8
To a God Unknown;Miss Sigmund Jast;1957;280-8-7159-6601-4;66.95;3
Le Couloir de tous les mépris;Jeanne Aubry;1994;326-9-4274-8763-9;59.22;7
Jahrestage;Eddi Rentz;2000;924-5-2420-3794-9;89.14;9
Le Couloir de tous les mépris;M. Lina Durand;1981;116-9-2246-8492-5;57.89;4
Unterm Rad;Sidney Gröss;1965;867-1-8445-7837-7;75.14;5
La Peau des savants;Maëlle Dubois;2017;270-4-7870-9607-8;24.98;6
The Moving Finger;Nayeli Wolf;2009;909-2-7105-9835-3;13.68;8
L'Odeur du sanglier;Hugo Garnier;1966;569-9-7253-1453-4;83.62;1
Siddhartha;Mustafa Forst;1949;686-9-5633-3583-3;49.76;9
Le Désir des femmes fortes;Romain Arnaud;2005;649-6-5491-8961-4;74.39;7
Die neuen Leiden des jungen Werthers;Hr. Gustav Töpfer;2012;868-8-1047-6490-5;78.86;6
Le Siècle de la rue voisine;Mme Julie Le roux;1942;084-5-4608-9145-5;08.40;3
The Waste Land;Dr. Madyson Lemke;1959;443-3-6430-9291-2;34.90;8
La Discipline des orphelins;Guerin Ethan;1988;876-2-4675-6088-8;31.68;5
Der geteilte Himmel;Julika von Malucha;2015;347-3-3939-0369-2;27.18;0
L'Odyssée invisible;Hugo Bernard;2010;931-6-0390-1040-9;50.21;0
Der Prozess;Arda Busemann;1985;261-9-2579-2576-0;06.49;0
La Soumission comme passion;Jade Laine;1970;771-5-9195-2017-9;87.91;3
East of Eden;Hulda Hills;2016;947-6-0309-9129-7;23.06;2
La Promise du voyeur;Baptiste Aubry;2018;804-0-8473-7734-0;34.53;9
Cleopatra;Lea Hohn;2019;168-2-7525-8043-0;54.86;8
Pourquoi je mens ?;Prof Marie Riviere;2014;107-6-7169-9111-8;11.32;4
Don Karlos;Hamza Thyssen;1941;002-7-3740-2651-2;21.55;7
La Peau des savants;Mme Laura Remy;2014;385-4-0514-6809-1;50.76;3
A Summer Bird-Cage;Vinnie Bosco;2005;482-6-3452-7623-8;67.72;8
La Promise du voyeur;Justine Nguyen;1977;738-9-4815-8644-8;07.37;0
Wer einmal aus dem Blechnapf frisst;Sofia von der Conrad;2002;091-8-8354-4379-6;85.81;5
L'Odeur du sanglier;Fontaine Alice;2000;163-9-2013-9098-0;18.67;8
Siddhartha;Freiherr Sinja Streck;1970;512-5-1033-3632-2;66.36;9
Le Couloir de tous les mépris;Mlle Julien Morel;2016;517-2-0127-4453-3;05.54;6
To Sail Beyond the Sunset;Georgianna Brakus;2001;040-8-6192-2107-9;11.40;5
La Discipline des orphelins;Lecomte Valentin;1953;036-6-6502-1761-2;61.06;9
Winnetou;Erik Saflanis;1978;854-3-7582-7210-0;19.28;4
La progéniture du mal;Poirier Sacha;1980;817-7-9055-4400-5;11.73;2
Franziska Linkerhand;Graf Ibrahim von Retzke;1965;568-6-0404-6768-2;33.47;9
La progéniture du mal;Noémie Leclercq;1947;750-2-8344-4745-6;81.00;2
For Whom the Bell Tolls;Narciso Streich;1952;826-6-3641-7643-6;94.41;0
La progéniture du mal;Prof Léo Olivier;1992;738-5-6723-7576-6;79.91;4
Miss Sara Sampson;Freiherrin Emmi zu Blockhaus;2005;820-3-0457-1336-3;51.40;4
Le Couloir de tous les mépris;Charlotte Deschamps;2018;883-6-7740-2365-1;84.96;5
Der Steppenwolf;Janne zu Greithanner;2004;485-8-1015-5310-8;57.79;7
Le Désir des femmes fortes;Garnier Maxence;2015;786-7-3831-3810-5;89.36;6
The Heart Is Deceitful Above All Things;Makayla Hessel;1963;483-3-5952-4538-3;14.00;6
La Peau des savants;Alexis Moulin;2005;253-2-6072-1556-4;15.79;8
Wilhelm Tell;Taylor zu Dück;1985;440-7-4758-1549-7;11.45;3
La Discipline des orphelins;Dr Louise Renault;2018;566-9-6177-5174-0;79.14;9
Das kalte Herz;Prof. Frieda Lichtl;1949;306-5-4431-5922-9;72.57;2
Le Siècle de la rue voisine;Pauline Henry;2004;163-8-3489-8645-9;25.02;9
The Way of All Flesh;Ryley Hauck I;2004;231-6-7685-9282-4;81.93;7
La Peau des savants;Axel Blanc;2010;223-5-9993-0087-2;31.21;2
Minna von Barnhelm;Ayleen von der Gürbig;2019;353-0-8106-1533-1;50.79;7
La Peau des savants;Collet Maëlys;2008;315-7-6898-7060-4;89.62;8
Gehirne;Dina Knetsch;1984;534-8-4598-9001-7;92.74;6
L'Odeur du sanglier;Mathieu Tom;1995;471-9-4556-5601-8;56.80;0
For a Breath I Tarry;Ida Gerlach;1967;915-9-4067-4068-8;68.89;4
La progéniture du mal;Mme Sarah Lemoine;1997;476-6-1154-3368-6;16.55;2
Sterbender Cato;Juliana Bethke;1963;993-8-6522-4793-9;83.95;4
Le Couloir de tous les mépris;M. Laura Girard;2006;584-0-1249-6342-6;43.31;9
Mephisto;Hr. Sahra Marner;1944;029-4-9295-0533-3;42.66;8
L'Odeur du sanglier;M. Quentin Fleury;1948;028-2-8037-2280-3;48.01;8
The Painted Veil;Louisa Hills;1980;989-1-8055-3478-1;54.19;9
L'Odyssée invisible;Dr Maeva Martinez;1987;101-8-3632-7458-1;70.49;6
Berlin Alexanderplatz;Dr. Lennie Nabow;1991;801-4-8335-6339-1;44.04;5
Pourquoi je mens ?;Lecomte Alexis;2015;273-1-2486-8241-0;57.48;0
Die Panne;Maike Strohschank;1977;021-1-6404-8970-0;83.57;1
Pourquoi je mens ?;Mme Justine Lefebvre;2005;851-1-7325-8042-3;06.36;7
Look Homeward, Angel;Gillian Ritchie;1966;717-7-4600-8525-4;85.53;2
Pourquoi je mens ?;M. Raphaël Girard;2003;302-1-3786-6908-7;05.15;3
Woyzeck;Connor Sujew;1985;758-0-3803-9519-7;88.65;7
La progéniture du mal;Sacha Huet;1990;452-0-0161-0912-4;55.46;4
Der abenteuerliche Simplicissimus;Dean Schnürer;1959;801-9-1607-3252-9;22.53;3
La Peau des savants;Prof Maxence Charles;1966;806-6-9573-6901-9;94.17;8
Everything is Illuminated;Hadley Hilll;2017;784-0-3159-8947-6;20.17;8
Le Siècle de la rue voisine;Poirier Quentin;2000;636-6-4753-5757-9;95.46;7
Der Besuch der alten Dame;Patricia Paesler;2019;373-2-9602-7853-9;03.21;1
La Discipline des orphelins;Emilie Moulin;2013;281-9-1523-9061-5;95.12;6
Die Blechtrommel;Michaela Da;2016;598-3-8104-8450-0;70.27;4
Le Siècle de la rue voisine;Mme Lou Pons;2014;671-5-4145-4135-8;79.82;9
Oh! To be in England;Richmond Parker;1980;851-4-4479-7629-4;14.56;1
L'Odeur du sanglier;Mlle Louis Roy;2009;533-3-9268-5668-8;93.50;4
Berlin Alexanderplatz;Susanne vom Alexa;2009;236-7-0256-5572-9;93.92;3
La Promise du voyeur;M. Ambre Aubert;2014;893-2-2394-8754-1;68.91;0
Jakob der Lügner;Freiherr Lucian Tremmel;2018;452-5-0746-7091-4;05.09;8
L'Odyssée invisible;Guillot Lucie;1990;472-5-5633-7247-0;62.82;6
Cover Her Face;Marc Cormier;1980;278-7-7417-6281-6;91.48;3
La progéniture du mal;M. Mélissa Brunet;1974;000-1-2986-4870-1;14.50;2
Haus ohne Hüter;Daria Briesenick;2014;639-7-2267-0590-2;26.67;9
La Soumission comme passion;Adam Maxence;2015;966-6-5801-4200-6;29.96;5
Ganz unten;Baronin Daria Pöche;1996;785-6-8875-6165-0;90.81;0
Pourquoi je mens ?;Dupont Camille;1947;049-4-8445-8219-4;22.55;6
In a Glass Darkly;Ms. Zola Mosciski;1973;663-6-2265-9582-8;01.50;8
La Promise du voyeur;Lena Dupuis;1987;400-6-1510-7106-2;56.41;3
Billiard um halbzehn;Carolin Horn;1976;629-7-5947-4204-2;70.11;8
Le Siècle de la rue voisine;Gabriel Fournier;2001;793-1-2547-7342-9;54.37;7
Der Brief des Lord Chandos;Freiherrin Said Martin;1987;038-6-3037-9276-2;85.97;5
La progéniture du mal;Pierre Renaud;2012;130-9-1507-7364-0;83.22;1
Dying of the Light;Camilla Daniel;1943;941-6-6197-8838-3;20.44;5
L'Odyssée invisible;Le roux Anaïs;2014;635-6-9612-8376-6;45.54;9
Deutschland. Ein Wintermärchen;Jesper von Reinberg;1999;606-4-2722-3485-7;60.59;5
La Promise du voyeur;Michel Camille;1990;281-5-4761-2498-9;14.14;9
Wer einmal aus dem Blechnapf frisst;Defne Wagner;2016;790-4-2767-1072-6;23.87;2
L'Odeur du sanglier;Sarah Dumont;2010;777-3-5870-0546-1;20.21;8
I Will Fear No Evil;Preston Bauch IV;2019;508-0-6335-5119-6;14.49;2
Le Couloir de tous les mépris;Aubry Jeanne;1970;805-5-7562-2065-0;64.74;7
Der Ausflug der toten Mädchen;Baron Kyra von Spank;1950;801-5-7990-4601-7;72.13;4
La Peau des savants;Laurent Romane;1997;357-0-7395-0786-2;79.12;8
Maria Magdalene;Youssef Balzer;1971;952-2-9998-9924-4;80.00;6
L'Odeur du sanglier;Mohamed Bourgeois;1941;784-6-0316-8581-3;73.15;3
The Glory and the Dream;Leland Baumbach;2006;659-1-3632-4007-0;10.40;2
Le Désir des femmes fortes;Perrin Benjamin;2000;992-5-5435-2067-2;16.83;7
Sansibar oder der letzte Grund;Baronin Lorenz Koch;2019;921-3-1834-5358-2;80.85;7
La Peau des savants;Arthur Guerin;1958;324-7-4643-1138-6;12.97;0
Winnetou II;Laurens vom Ney;2003;972-7-6340-8612-9;41.20;2
La progéniture du mal;M. Lou Riviere;2016;359-5-1015-7592-6;68.50;5
The Widening Gyre;Ms. Carissa Gibson;2017;270-4-7272-8283-3;43.48;1
Le Siècle de la rue voisine;M. Thomas Jacquet;2002;908-3-6715-8080-7;19.77;4
Lerne lachen ohne zu weinen;Jonas Deerberg;2012;502-2-6337-6362-5;58.99;8
L'Odyssée invisible;Lacroix Lucie;1996;859-8-6568-3336-2;14.94;6
Mutter Courage und ihre Kinder;Maurice Gastel;1954;935-2-6672-6025-6;96.70;6
L'Odeur du sanglier;Mlle Mael Remy;2016;927-4-8607-6629-4;81.38;5
Clouds of Witness;Eden Boyle V;2003;574-5-2370-6801-7;89.74;3
Le Couloir de tous les mépris;Fontaine Ethan;1983;670-1-2293-3300-9;04.07;3
Also sprach Zarathustra;Summer Volkmann;1986;259-7-6397-8124-3;92.31;8
La Soumission comme passion;Mercier Lisa;2017;043-6-3793-1658-4;70.22;7
Die Verwandlung/Erstes Leid;Jeremie Dressler;1958;640-8-7642-4867-2;54.53;1
La Promise du voyeur;Baptiste Guillaume;1961;320-1-9357-5245-3;49.64;8
No Highway;Bradley Heidenreich;2005;351-8-1461-5188-3;46.39;9
La Peau des savants;Dr Noémie Muller;2000;462-2-0707-5255-1;88.10;2
Haus ohne Hüter;Kerim von der Ullmann;2014;817-8-9139-1983-1;33.75;2
La Soumission comme passion;Victor Vidal;1992;003-4-3727-1068-4;15.88;9
Der Brief des Lord Chandos;Nikita Brandt;1979;640-5-1061-1907-0;49.36;7
Le Siècle de la rue voisine;Maëlys Thomas;1946;705-1-7095-6146-5;77.54;0
Dance Dance Dance;Mrs. Dawson Koepp;2017;330-5-4456-1112-1;60.24;5
L'Odyssée invisible;Chloé Denis;2010;055-5-9473-1361-3;47.97;4
Die Räuber;Joseph Abicht;2003;497-8-3050-4081-8;96.22;3
Le Désir des femmes fortes;Bonnet Clémence;1950;953-5-8649-3663-6;43.56;5
Die Erschiessung des Landesverräters Ernst S.;Paula von der Kirst;1941;835-6-4401-5855-2;16.45;5
La Promise du voyeur;Aubert Lina;2016;618-8-6438-1356-3;70.67;8
A Confederacy of Dunces;Delbert Carroll;2015;842-1-2142-7860-1;02.33;7
Pourquoi je mens ?;Lecomte Ambre;2008;137-0-4354-7856-4;16.22;5
Die Physiker;Jaden Bauer;1960;475-1-9547-9167-7;88.75;3
Le Siècle de la rue voisine;Julie Fabre;1966;560-9-1473-8061-7;13.88;1
Stolz und Vorurteil;Rasmus vom Dethloff;1948;141-4-0295-5183-8;39.72;1
L'Odeur du sanglier;Renard Lisa;1940;391-5-3061-8071-1;67.92;0
To Sail Beyond the Sunset;Cora Nader;1949;592-6-7480-4330-0;86.53;8
La Peau des savants;Dubois Pauline;1980;823-0-9665-1957-0;56.47;3
Der zerbrochene Krug;Keanu Bloch;2009;003-2-7308-1164-9;62.71;8
La Peau des savants;Jeanne Clement;2005;116-8-1228-1675-6;63.23;7
Jedermann;Prof. Efe Nannen;1958;878-9-2819-3267-3;90.95;5
L'Odyssée invisible;Dr Arthur Legrand;2001;636-0-7925-6484-2;89.03;6
This Lime Tree Bower;Matilde Miller;2013;971-9-8885-0420-6;21.40;9
L'Odeur du sanglier;Dr Marie Lacroix;1953;706-0-0785-9475-0;97.24;5
Deutschland. Ein Wintermärchen;Deniz Herwig;1943;905-8-9435-6664-5;56.63;0
Pourquoi je mens ?;Henry Zoe;1992;556-8-7287-3254-2;45.34;2
Berlin Alexanderplatz;Jari von der Sander;2008;606-2-2567-2648-1;74.83;0
Le Désir des femmes fortes;Prof Paul Rey;1979;824-0-3891-1842-7;91.06;1
Many Waters;Dr. Kristofer Bergstrom;2015;120-9-5038-6441-7;39.47;1
La Soumission comme passion;Francois Lena;2001;357-8-5284-5873-9;21.24;1
Berlin Alexanderplatz;Graf Konstantin von Morgenstern;2013;654-0-0554-3265-2;95.98;4
Le Couloir de tous les mépris;M. Manon Fontaine;2008;386-5-3049-6893-5;47.63;6
Das kalte Herz;Jayson von Schaefer;2007;492-1-2115-2074-3;99.15;3
La Peau des savants;Mme Louna David;1978;087-0-2424-4018-8;59.54;4
O Jerusalem!;Aliza Jakubowski;2011;172-5-8318-2125-1;77.86;6
L'Odyssée invisible;Dr Benjamin Aubry;2018;635-5-4223-5959-2;60.41;1
Helden wie wir;Domenik Sahner;2010;957-8-4406-5501-8;01.88;1
La progéniture du mal;Quentin Brun;1995;563-0-6817-6105-2;00.96;4
Effi Briest;Lionel Wessinghage;2009;935-6-8804-2587-8;07.25;7
La Discipline des orphelins;Mael Lopez;2015;583-2-7225-6685-1;05.11;0
The Little Foxes;Kevon Kiehn;2004;870-4-3045-9741-9;77.46;5
La Soumission comme passion;Michel Hugo;1969;871-5-9159-6622-2;79.05;7
Heinrich von Ofterdingen;Talia Rumpf;1952;931-3-3343-4663-0;64.53;1
Le Désir des femmes fortes;Leclerc Louna;1950;771-2-9819-4262-8;34.36;9
Die Buddenbrooks;Lenn Demut;2017;350-5-5602-0561-3;56.38;5
L'Odeur du sanglier;Dr Jade Huet;2002;984-4-5478-6990-8;07.03;1
Blue Remembered Earth;Dr. Adolfo Bergnaum;1943;732-9-8437-3388-8;20.20;8
La Discipline des orphelins;Muller Elisa;2018;553-8-8237-2482-5;03.53;8
Lerne lachen ohne zu weinen;Sidney Neubauer;1941;515-8-6155-4199-7;22.10;3
L'Odyssée invisible;Picard Arthur;2019;503-6-7804-5803-3;24.79;8
Maria Stuart;Cassandra Hütter;1986;130-1-1937-2023-7;30.13;0
Pourquoi je mens ?;Marty Enzo;2001;107-4-9063-1356-4;97.23;9
Look Homeward, Angel;Henriette Rosenbaum;2004;728-8-6348-6864-6;69.00;6
La Peau des savants;Paris Maëlle;1943;027-4-4345-8592-7;23.64;7
Das kalte Herz;Julian zu Eberhard;2009;011-5-8749-8176-1;33.89;0
Pourquoi je mens ?;Bourgeois Lena;2019;972-6-9303-4681-7;41.74;0
Der veruntreute Himmel;Freiherr Jasmine zu Kustermann;1968;705-9-1743-6642-6;36.76;5
La Soumission comme passion;Lopez Elisa;1961;860-8-5680-4094-3;34.52;7
In Death Ground;Dr. Austyn Lesch;2016;846-7-2081-2135-3;34.10;0
La Soumission comme passion;Hugo Denis;2009;637-8-7337-0894-3;35.63;6
Die Panne;Graf Liana von der Rapp;1989;059-7-7997-7486-1;27.96;8
La progéniture du mal;Roy Juliette;2008;316-6-6781-7812-2;88.15;0
Jahrestage;Baron Marleen von Conrad;1960;292-1-3818-1766-1;65.22;0
La progéniture du mal;Mlle Mélissa Giraud;1976;454-0-7397-4947-0;85.95;5
To Your Scattered Bodies Go;Yazmin Dickens;2009;281-1-1658-0949-2;56.94;4
La Peau des savants;Mattéo Dumont;1986;051-7-2307-4364-2;18.91;9
Also sprach Zarathustra;Baronin Marwin Greithanner;1959;152-3-1823-6196-1;20.79;0
Le Couloir de tous les mépris;Mme Sacha Guillaume;2016;732-3-4903-0047-6;67.57;6
Der Vulkan;Ann Goebel;2016;063-7-1485-0166-8;36.84;1
Le Couloir de tous les mépris;Mlle Julien Schmitt;2016;257-8-7210-1250-6;35.66;6
A Swiftly Tilting Planet;Randal Jaskolski;1998;816-8-6404-6664-6;14.75;7
