title;author;publicationyear;isbn;europrice;stock
East of Eden;Tyra Heller;1942;268-7-8879-0810-1;23.56;3
Le Couloir de tous les mépris;Prevost Justine;2001;352-5-9927-0230-3;11.13;7
Traumnovelle/Die Braut;Karlo von der Schildhauer;2019;274-7-6719-5470-6;02.67;6
Le Siècle de la rue voisine;Lilou Marty;1998;854-8-7735-2100-4;71.95;9
Die Welt als Wille & Wahn;Melek Kette;1983;183-7-0432-9835-2;45.97;7
La Soumission comme passion;M. Sarah Moreau;2012;665-7-3562-0479-2;60.42;0
Rosemary Sutcliff;Barrett Kreiger;1956;441-7-4109-5766-1;19.84;2
Le Désir des femmes fortes;Mme Maëlle Colin;2014;212-7-9354-4887-8;77.81;9
Götz von Berlichingen;Maxima Haug;2010;246-4-4571-0445-3;68.00;1
La Discipline des orphelins;Ambre Guyot;2001;559-8-0185-4081-5;83.46;9
Der Spaziergang;Julius Köhrbrück;1966;227-6-4361-6830-9;09.40;6
Le Désir des femmes fortes;Clement Raphaël;2003;506-2-3491-0544-4;43.24;0
That Hideous Strength;Hilario Hoeger;1943;963-6-0716-9029-2;15.51;6
La Promise du voyeur;Philippe Clémence;2019;125-3-5452-3628-4;78.72;7
Woyzeck;Kristin Bloch;2010;128-2-0128-2765-6;09.72;9
La Peau des savants;Prof Maeva Hubert;2004;337-4-6927-3248-9;91.46;6
Lieutenant Gustl;Letizia Agostini;2014;360-8-1384-7081-3;13.75;3
Le Désir des femmes fortes;Dr Mattéo Olivier;2004;035-3-6328-9965-6;45.39;1
Carrion Comfort;Alessia Ruecker;2003;925-1-2646-5805-2;34.63;6
L'Odyssée invisible;Lou Laurent;1967;872-9-8998-3499-8;18.66;6
Über das Studium der griechischen Poesie;Baron Larissa von Goldbeck;2013;541-6-7334-4987-5;33.45;4
Pourquoi je mens ?;Sanchez Carla;2001;221-2-4657-2538-2;08.58;8
Katz und Maus;Melissa Schuermann;2017;492-5-4132-7713-7;69.11;8
Pourquoi je mens ?;Mael Gautier;1977;279-3-3002-8465-8;91.38;5
That Hideous Strength;Harmony Baumbach;2011;363-5-3638-1626-1;14.63;2
Le Couloir de tous les mépris;Deschamps Eva;2017;845-4-3020-4370-1;38.00;7
Unterm Rad;Baronin Devin Schupp;1984;821-4-5197-3629-8;61.28;4
Pourquoi je mens ?;Rey Lina;2005;147-3-6730-8783-2;05.42;9
Stolz und Vorurteil;Damien Fehrig;2000;669-1-7442-5802-6;84.86;6
Le Couloir de tous les mépris;M. Océane Vidal;2011;378-6-8781-7483-9;45.91;8
Bury My Heart at Wounded Knee;Viva Schroeder;1943;422-2-6314-8951-2;36.61;7
La Promise du voyeur;Mattéo Joly;2005;901-8-7933-9491-2;98.65;6
Der Augenblick der Liebe;Gräfin Emma Doskoczynski;1957;765-9-9263-0639-8;44.11;4
Le Couloir de tous les mépris;Benjamin Bourgeois;2018;290-8-0314-5598-8;29.24;9
Hyperion oder der Eremit in Griechenland;Joyce Kuske;2006;176-3-6048-1176-8;82.83;4
La progéniture du mal;Remy Mathéo;1949;304-5-5767-8307-7;07.84;9
Paths of Glory;Aron Wilderman;1940;477-9-6459-3382-6;56.42;0
Pourquoi je mens ?;Victor Nguyen;2008;102-3-9958-4518-8;17.94;4
Stolz und Vorurteil;Graf Lenia Horn;2019;935-9-2544-3185-2;64.36;7
Le Couloir de tous les mépris;Sarah Aubry;1994;176-2-9118-0157-7;60.47;6
Franziska Linkerhand;Iven Leyckes;1983;544-5-8153-2415-1;55.89;7
L'Odyssée invisible;Océane Dupont;2009;098-4-9926-0729-7;37.84;3
A Farewell to Arms;Amaya Jenkins;1970;355-0-7017-4339-4;57.34;4
La Discipline des orphelins;Mme Mattéo Olivier;1977;831-5-5205-3698-0;88.59;2
Paare, Passanten;Dipl.-Ing. Frederike Bühler;2004;941-2-9798-2919-4;15.38;8
La Promise du voyeur;Dr Elisa Lemaire;2015;621-0-7960-5356-6;30.85;0
Das Schiff Esperanza;Maxima vom Lewin;2002;355-5-1190-5689-8;15.91;8
Pourquoi je mens ?;Benoit Clémence;1973;586-5-9787-6193-4;60.61;3
Little Hands Clapping;Geo Barton;1964;009-3-9914-2296-0;39.67;9
La progéniture du mal;Mme Julien Brunet;2012;893-2-9282-9831-1;72.91;8
Der Tod in Venedig und andere Erzählungen;Freiherrin Marc Moser;1996;449-3-4576-0725-6;94.43;3
La Soumission comme passion;Guerin Noa;2006;647-5-6549-6489-9;37.58;2
Iphigenie auf Tauris;Karlotta Gummelt;1962;412-7-1873-9472-9;81.08;0
Le Désir des femmes fortes;Vasseur Hugo;2001;580-9-4289-1041-4;56.02;2
The Widening Gyre;Magali Stokes;2002;661-6-7605-1598-0;05.29;4
La Discipline des orphelins;Mme Clara Marchal;1992;487-3-1924-0681-2;36.03;1
Heidi;Baron Jari vom Hess;1946;218-9-0363-0797-9;74.18;2
L'Odeur du sanglier;Mlle Louna Poirier;2017;684-1-0791-5730-2;28.49;6
Berlin Alexanderplatz;Ella Huhn;2004;484-6-1859-8527-6;77.32;2
La Soumission comme passion;Dumas Clément;2005;002-3-9365-7127-4;50.46;5
A Swiftly Tilting Planet;Destini Hoeger;2000;660-3-0607-1536-2;57.38;7
Le Siècle de la rue voisine;Nathan Meunier;1947;937-4-3204-4339-4;00.31;6
Romeo und Julia auf dem Dorfe;Lyn Tress;1990;180-1-2487-2322-8;78.12;0
Le Siècle de la rue voisine;Roussel Léa;1975;704-2-8167-0872-1;28.21;6
Faust, Part I;Elaine Bremer;2010;297-6-8723-4221-3;77.04;8
Le Couloir de tous les mépris;Vidal Louna;1964;651-3-4165-7151-8;25.65;8
The Proper Study;Madaline Moore;2006;362-4-7230-0303-8;96.51;5
Le Couloir de tous les mépris;Thomas Philippe;1964;122-5-1411-3062-6;31.53;1
Die Panne;Hr. Selma John;1988;437-2-2117-1579-9;15.12;0
Le Couloir de tous les mépris;Julien Blanchard;2017;685-6-0992-7585-0;68.22;1
Der Vorleser;Graf Fabrice Kick;1970;172-0-7005-1840-9;45.98;8
La Peau des savants;Guillot Clara;1958;287-5-5123-9143-4;21.95;8
The Moon by Night;Alexane Prosacco DVM;1997;534-0-3084-4867-1;50.72;3
L'Odeur du sanglier;Prof Maëlle Gauthier;1971;510-2-0795-6795-4;51.44;4
Der Brief des Lord Chandos;Fr. Carolin Roloff;2019;505-6-4399-0728-5;80.05;9
La Peau des savants;Camille Blanchard;2011;953-6-5568-0044-0;27.99;1
Das kalte Herz;Eliana Schönherr;2019;123-8-4280-5642-3;65.04;0
L'Odyssée invisible;Prof Arthur Thomas;1982;199-7-9194-3208-2;94.69;4
If Not Now, When?;Einar Keebler;1984;587-2-8525-8951-5;63.40;2
La Soumission comme passion;Garnier Baptiste;2006;467-0-3269-6310-1;31.80;4
Das Versprechen;Freiherr Johannes von Falter;1993;081-7-9767-8466-5;95.65;4
La Peau des savants;Prof Chloé Simon;1983;054-6-8266-1826-4;48.10;1
Catharina von Georgien;Lenya Schniedermeier;2005;055-5-6723-1922-3;81.19;6
La Promise du voyeur;Meunier Noa;1994;288-6-4617-0581-1;08.20;3
The Man Within;Katarina Heaney;1993;491-4-1946-0031-9;85.04;7
La Peau des savants;M. Clément Royer;2004;777-1-6071-3277-2;34.41;6
Narziß und Goldmund;Freiherrin Carl Ringer;2018;552-1-1458-5020-8;36.89;3
La Promise du voyeur;Dr Louis Morel;2016;803-7-5502-5342-7;39.44;7
Das Versprechen;Baron Milan von der Daubner;1960;963-8-8476-8866-5;48.80;4
Le Couloir de tous les mépris;Nguyen Thomas;2000;640-2-7359-5546-8;90.05;3
Unweaving the Rainbow;Sincere Kuhn;2005;294-1-2393-3988-3;14.51;8
Le Siècle de la rue voisine;Mlle Alice Mathieu;1971;899-8-4970-0517-1;35.17;4
Mutter Courage und ihre Kinder;Prof. Dr. Dr. Amon Bigdeli;1989;973-1-3438-7964-1;90.25;4
L'Odyssée invisible;Maëlys Thomas;1957;599-8-0280-7934-9;60.02;3
Fabian;Freiherr Jaron Hoffmann;1958;582-5-2353-5392-5;35.12;6
Le Désir des femmes fortes;Thomas Roux;2010;419-7-2692-2349-6;04.14;2
For a Breath I Tarry;Dustin Heller;1958;189-7-5354-2498-9;92.15;3
Pourquoi je mens ?;Mme Sacha Marchand;1950;872-4-1659-3335-2;53.10;4
Jakob der Lügner;Joscha Lutje;2003;275-9-2992-7183-8;38.51;7
La Discipline des orphelins;Dr Lena Gaillard;1996;631-4-2453-1808-3;59.24;6
Der (kleine) Schatz im Kugelbauch;Ilja Freimuth;1956;693-7-4983-1318-5;76.44;4
L'Odyssée invisible;M. Juliette David;2003;597-7-9954-6573-7;73.74;2
Jesting Pilate;Garrison Skiles;1995;713-0-0067-4784-5;80.40;3
La Discipline des orphelins;Mlle Léo Remy;2002;033-9-2185-8344-7;59.37;6
Narziss und Goldmund;Lorenz Katzinski;2014;873-1-0206-9824-6;21.92;6
Le Désir des femmes fortes;Jeanne Cousin;1950;126-1-5306-2124-9;69.89;1
Sterbender Cato;Baronin Anastasia von Schlicht;1991;394-1-8542-9562-6;42.30;2
L'Odeur du sanglier;Mlle Lilou Bertrand;2009;468-8-7663-7237-7;70.78;0
A Swiftly Tilting Planet;Fern Walker;1964;611-9-1324-0526-2;74.14;9
Le Couloir de tous les mépris;Elisa Philippe;2005;888-4-3193-2164-1;48.25;6
Miss Sara Sampson;Susanne Eifert;1997;941-6-4418-9786-0;31.52;9
La Discipline des orphelins;Lopez Paul;2006;561-9-3237-6670-7;67.46;5
Kabale und Liebe;Gräfin Christin vom Kofferschlager;1966;787-0-2507-0803-8;47.85;1
Le Désir des femmes fortes;Louise Sanchez;2002;984-2-6456-3089-8;56.45;0
The Glory and the Dream;Lia Lebsack;1942;700-9-9876-9677-0;82.77;4
Pourquoi je mens ?;M. Enzo Nicolas;2016;281-9-3473-3644-8;08.56;5
Winnetou II;Prof. Leona Jambor;1957;831-9-7428-1533-3;70.54;1
La progéniture du mal;Roche Mohamed;2001;697-5-7219-2662-3;56.17;4
Der Tod in Venedig und andere Erzählungen;Chris Lewin;1960;619-7-0422-0132-6;04.44;7
Le Couloir de tous les mépris;Deschamps Océane;1979;757-4-0943-6927-4;53.64;5
Of Human Bondage;Ben Berge;2005;495-3-2397-4596-1;04.98;9
La progéniture du mal;Nathan Meunier;2016;607-8-4553-4877-3;43.13;9
Das Parfum;Luis Karhoff;1983;304-1-2274-1019-9;89.74;3
Le Siècle de la rue voisine;Maxime Le roux;2009;110-9-5991-2991-8;46.44;1
Vor Sonnenaufgang;Lian Haupt;2009;969-0-9591-7661-0;42.19;2
La Discipline des orphelins;M. Benjamin Charpentier;1992;296-3-7111-7875-8;72.99;6
Waiting for the Barbarians;Jamar Stiedemann;2011;603-8-7510-2090-2;50.39;2
Pourquoi je mens ?;Elisa Fournier;2000;746-7-2697-2053-1;97.05;9
Maria Stuart;Andreas Finke;2012;184-2-1801-8863-1;33.21;9
La progéniture du mal;Le roux Eva;1986;463-0-7817-8303-5;15.33;9
Unterhaltungen deutscher Ausgewanderten;Gräfin Saphira von Frey;2004;552-1-3063-8272-3;44.47;7
La progéniture du mal;Guerin Adam;1996;780-5-0969-7962-2;96.47;7
The Skull Beneath the Skin;Roderick O'Reilly PhD;1986;863-2-4037-5909-9;19.91;2
Le Désir des femmes fortes;Camille Royer;2013;887-0-3546-7477-1;73.16;5
Die Box;Baronin Fenja von der Günz;1972;011-9-2105-1677-2;57.83;8
L'Odeur du sanglier;Sacha Rousseau;2007;799-8-8931-1176-4;69.01;6
Der grüne Heinrich;Baronin Kimberly Grundmann;1997;303-7-0817-9473-3;79.96;4
Le Couloir de tous les mépris;M. Raphaël Guyot;2016;914-9-6649-8372-0;98.70;5
Fair Stood the Wind for France;Jayce Cremin;1986;213-9-9854-6170-5;97.36;3
La Promise du voyeur;Lisa Dufour;2019;090-2-3326-8909-8;71.11;1
Die Physiker;Baron Sofia zu Breu;2005;134-7-4877-7036-8;81.10;2
L'Odeur du sanglier;Marie Durand;2004;254-7-3123-1817-4;10.08;8
Italienische Reise;Graf Arthur Gotz;2010;488-0-7145-5220-4;56.01;8
Le Siècle de la rue voisine;Laura Guillaume;2001;220-4-4520-9798-4;71.76;6
Clouds of Witness;Haley Howell;2010;072-3-5399-6111-9;56.09;1
La Discipline des orphelins;Aubry Mohamed;2012;676-4-2981-2795-8;69.08;4
Homo faber;Baronin Yannik Reiber;1982;187-7-7681-6660-1;35.51;5
Le Désir des femmes fortes;Chevalier Adrien;1993;216-5-3806-6476-9;08.24;9
Der gute Mensch von Sezuan;Freiherrin Fabian Otto;1953;759-8-0524-0434-4;28.16;9
Le Désir des femmes fortes;Fournier Léa;1989;680-4-4385-8337-5;93.12;0
From Here to Eternity;Helene Runolfsdottir Sr.;1973;453-0-3525-0848-5;62.42;3
Pourquoi je mens ?;Denis Raphaël;2017;676-1-1765-7535-5;78.70;9
Romulus der Große;Laurence vom Häber;1990;216-6-0602-8967-7;06.05;6
Le Siècle de la rue voisine;Lacroix Ethan;1974;645-7-4386-7968-5;64.29;8
Der Schimmelreiter;Jonna Hübenbecker;2003;607-6-7831-2869-7;27.80;0
Le Couloir de tous les mépris;Riviere Lilou;2012;045-2-5046-1847-1;03.90;7
O Pioneers!;Norma Armstrong;2017;960-9-1832-7159-9;68.28;8
La Promise du voyeur;Dr Charlotte Menard;1984;961-7-9643-0081-7;26.35;5
Die Waffen nieder!;Graf Marlena zu Dreissigacker;2003;679-1-4864-6144-7;53.46;5
Le Couloir de tous les mépris;Baptiste Perez;1995;568-4-8720-4664-1;01.04;1
Die Lehre der Sainte-Victoire;Aimee Sussmann;1973;516-8-1762-4545-5;58.51;3
La Promise du voyeur;Camille Rolland;2018;408-4-8164-0982-5;82.39;2
The Wealth of Nations;Adam Erdman;1965;961-6-5899-2135-5;06.63;8
L'Odyssée invisible;Enzo Charpentier;2012;471-1-7053-2915-7;46.90;7
Kabale und Liebe;Dipl.-Ing. Willi Brauer;2000;586-7-0242-1483-2;01.99;8
Le Désir des femmes fortes;Menard Valentin;1964;625-1-8362-8184-9;41.47;9
Dantons Tod;Frederike von Honz;1985;175-9-7860-3643-8;39.91;1
La Promise du voyeur;Mlle Zoe Fabre;1982;700-7-0844-0433-8;06.43;1
This Side of Paradise;Halie Walter III;1965;806-5-9496-0225-0;80.41;1
La Promise du voyeur;Bourgeois Mattéo;2016;126-8-6204-5688-9;52.40;3
Maria Magdalene;Tomke Doskoczynski;2012;135-6-4415-3826-5;00.73;7
La Promise du voyeur;M. Marie Maillard;2015;812-4-7151-0273-4;71.60;8
Über das Studium der griechischen Poesie;Kerem Zandt;1972;104-9-3686-7281-9;94.83;9
L'Odeur du sanglier;Mlle Raphaël Lefebvre;1995;026-0-6589-7398-2;15.54;0
Time of our Darkness;Mr. Lorine Deckow;2011;288-2-3312-0702-0;85.05;0
La Promise du voyeur;Mlle Sacha Prevost;1974;941-1-8994-9947-6;53.56;7
Der eiserne Gustav;Luka Fricke;2018;414-6-3572-3395-0;81.55;5
Le Désir des femmes fortes;Océane Bertrand;1947;541-7-2512-3523-7;23.94;9
Faust, Part I;Nikita vom Roth;1992;630-4-1721-4743-9;39.11;2
L'Odeur du sanglier;Léo Nguyen;2005;019-9-8806-1259-4;06.96;7
A Summer Bird-Cage;Mr. Alda Reichert;1997;419-0-6636-8833-5;65.41;6
Pourquoi je mens ?;Alexandre Martinez;1984;596-2-0256-2668-2;65.35;7
Jedermann;Freiherrin Jolina vom Olbrich;1962;489-5-6283-4784-7;97.44;0
La progéniture du mal;Poirier Pauline;2011;949-1-4358-4225-9;41.65;0
Die Rote;Elijah Losch;1975;285-4-5226-6848-1;02.57;9
La Peau des savants;Camille Nicolas;1975;874-5-0613-1885-3;88.97;7
Rosemary Sutcliff;Alford Turner;1942;420-7-6822-6267-8;35.51;1
Pourquoi je mens ?;Nathan Marty;2010;222-6-1211-0769-8;19.17;9
Die verlorene Ehre der Katharina Blum;Marcus Saile;2004;707-5-7427-7460-5;97.29;6
La progéniture du mal;Mme Océane Aubert;1972;247-0-4446-7496-1;68.35;6
Die verlorene Ehre der Katharina Blum;Evelina Kleiss;1942;989-7-3154-8979-8;13.43;5
Le Désir des femmes fortes;Rodriguez Evan;2011;771-6-5179-5586-9;06.30;2
Where Angels Fear to Tread;Gus Collier;2005;379-4-0354-7623-1;20.79;6
Le Désir des femmes fortes;Dr Axel Simon;1962;211-9-1942-3494-1;69.77;7
Narziß und Goldmund;Jared Siebert;2008;005-3-5710-8300-1;08.72;8
La Promise du voyeur;Noa Marty;1974;552-3-0566-8358-1;43.89;4
Über das Studium der griechischen Poesie;Graf Ela Wiese;2001;904-5-0971-7443-6;20.87;8
La Soumission comme passion;Mlle Gabriel Chevalier;1977;707-4-6467-3697-3;28.82;2
Tiger! Tiger!;Mckenna Parisian;2001;600-7-5222-8349-9;22.72;3
La Promise du voyeur;Mme Louise Lemoine;1999;725-0-7831-5072-6;93.26;3
Die Panne;Freiherrin Raul vom Greschner;2011;374-3-7390-6936-2;32.64;8
La progéniture du mal;Dr Raphaël Laine;1970;293-1-6117-3035-1;20.41;8
Winnetou II;Ayse Hartz;2012;436-5-8348-3572-6;33.91;8
La Peau des savants;Maeva Collet;1958;523-0-9371-2968-6;50.42;1
Absalom, Absalom!;Michael Bernier IV;1940;880-2-3101-6771-0;15.92;7
L'Odyssée invisible;Clémence Lefevre;1962;614-4-3737-8010-6;63.57;1
Also sprach Zarathustra;Baronin Kian Klimczak;2016;902-6-2942-6536-1;77.91;7
La Peau des savants;Jade Da silva;1941;904-2-1719-0060-7;56.84;4
Das Marmorbild;Jolien Menne;2015;924-2-7860-6743-7;88.92;0
L'Odeur du sanglier;Célia Perrin;1993;657-5-7337-6147-5;76.57;7
The Golden Bowl;Regan West;2014;010-2-6841-0043-5;01.55;5
La Peau des savants;Prof Clara Arnaud;2011;323-4-1229-1789-1;09.94;2
Der Prozess;Lionel Thimm;1973;037-8-3102-1667-9;64.54;6
La progéniture du mal;Dr Romain Moreau;1976;458-1-1788-6612-7;53.03;8
Panter, Tiger & Co.;Prof. Dr. Aylin Urbaniak;2017;141-3-4825-8212-4;13.69;9
Le Siècle de la rue voisine;Dupuy Romane;2001;008-5-2002-8117-4;82.04;9
A Scanner Darkly;Lionel Adams;2002;236-7-9800-1838-8;00.40;5
La Peau des savants;Camille Benoit;2005;167-0-2451-9320-7;76.84;4
Die unendliche Geschichte;Prof. Felix Spank;2012;649-2-4283-3637-0;12.06;6
La Peau des savants;Faure Noa;1993;838-1-9392-6237-5;45.99;3
Homo faber;Baronin Karlo zu Bak;1940;077-6-3786-8267-2;30.54;1
La Soumission comme passion;Clara Perrot;1961;365-3-2180-0479-3;73.29;8
The Curious Incident of the Dog in the Night-Time;Lawson Rosenbaum;1965;390-8-7224-7561-7;70.03;7
Le Désir des femmes fortes;Poirier Emilie;1942;093-2-6174-2699-0;07.52;0
Ende einer Dienstfahrt;Leonidas Stief;1946;168-2-1533-9822-5;21.17;6
La Promise du voyeur;Dr Célia Leroux;2008;487-9-7849-6584-2;47.80;8
Es geschah im Nachbarhaus;Sandra Mühleis;2013;071-1-0625-6977-1;09.32;5
La progéniture du mal;Denis Pierre;2013;027-2-5377-5154-9;18.86;2
Wildfire at Midnight;Cristian Heidenreich;1963;878-2-0021-7213-8;79.60;4
La progéniture du mal;Thomas Valentin;1940;309-9-8550-6064-7;19.10;4
Des Teufels General;Sophie Wessel;2003;792-6-9215-9423-4;45.21;0
La Discipline des orphelins;Dr Thomas Faure;1953;086-8-3351-1152-5;44.05;5
Ein fliehendes Pferd;Torben Bauschinger;2012;527-3-2394-6869-8;47.92;3
La Soumission comme passion;Fabre Romain;1984;186-2-5716-9289-5;96.63;3
Great Work of Time;Hazel Weissnat;2001;008-6-5724-2929-8;06.62;0
La Discipline des orphelins;Dr Sarah Vincent;2015;167-7-3167-3841-1;07.87;0
Ein fliehendes Pferd;Graf Freya vom Schumann;2000;223-4-2595-6412-3;00.00;2
L'Odyssée invisible;Jean Adrien;2006;060-7-7764-9886-2;51.74;6
Das Marmorbild;Levke Fitschen;1943;076-7-3766-3702-0;82.91;7
Le Couloir de tous les mépris;Giraud Mathéo;1965;032-7-5394-9941-4;96.29;4
Mother Night;Merl Tremblay;1984;114-7-5150-1899-9;56.41;2
L'Odeur du sanglier;Louis Gonzalez;1999;085-3-4578-6355-9;09.88;8
Die Box;Arthur Streit;2015;256-8-0520-2605-8;77.02;1
L'Odyssée invisible;Noah Richard;1953;444-7-3503-4434-3;62.75;6
Der zerbrochene Krug;Tino Huckestein;2001;365-5-5007-4529-6;15.61;7
Le Siècle de la rue voisine;Dubois Jules;2002;609-0-5877-0752-9;76.17;0
The Moving Toyshop;Miss Amari Stroman;1948;075-1-6609-4390-0;59.96;1
Le Couloir de tous les mépris;Dumont Antoine;2000;046-2-1963-5536-4;97.60;2
Traumnovelle/Die Braut;Mads Schonberg;1987;540-8-9310-8936-5;17.34;5
La Discipline des orphelins;Anaïs Colin;2009;408-1-4207-8070-2;12.27;5
Die Aufzeichnungen des Malte Laurids Brigge;Ayman Amann;2016;413-4-6403-5433-0;25.88;9
L'Odyssée invisible;Olivier Benjamin;1993;359-0-9130-5533-2;54.37;4
Ego Dominus Tuus;Cleta Wyman;2003;471-8-1314-2984-3;84.08;1
La Discipline des orphelins;Camille Bernard;1964;343-1-6806-6361-3;23.53;8
Die Welt als Wille & Wahn;Baron Lynn Hildebrand;1980;987-4-6352-7306-0;91.50;1
L'Odeur du sanglier;Adam Lambert;1962;504-6-4084-1301-5;04.90;1
Damals war es Friedrich;Timm Albert;2015;643-2-0773-9839-7;13.38;8
La progéniture du mal;Marie Sanchez;2006;823-9-2754-3295-1;02.80;2
Of Mice and Men;Loyce Walsh;1991;948-0-1428-2011-2;62.84;4
La Soumission comme passion;Mlle Mélissa Roche;2017;799-0-2064-2264-3;90.49;3
Lenz;Dr. Jacqueline Rohländer;2014;771-6-9192-5726-3;78.48;8
L'Odeur du sanglier;Charlotte Louis;1999;246-2-4626-1696-6;87.46;2
Faserland;Dipl.-Ing. Efe Sussmann;1970;720-2-9014-5691-2;18.63;3
La Promise du voyeur;Pierre Adam;2012;831-3-1755-5846-1;35.06;3
Consider the Lilies;Miss Rosalia Schuppe;1988;846-7-5214-0781-5;69.79;3
Le Désir des femmes fortes;Julien Pons;2002;773-0-0091-9153-5;04.97;6
Die Blechtrommel;Lisann Strunz;1950;569-7-1202-5636-3;94.00;6
Le Désir des femmes fortes;Vidal Pauline;2015;866-8-9378-4601-9;50.68;9
Die Waffen nieder!;Henrik Kinzel;2003;197-0-3821-6815-2;66.73;9
La progéniture du mal;Dr Maxence Deschamps;2012;291-5-7345-6468-9;82.56;3
The Man Within;Lisandro Klocko;1966;811-5-9712-5880-0;08.83;9
L'Odyssée invisible;Mme Ines Faure;1976;676-6-4890-9962-4;24.11;6
Till Eulenspiegel;Ariane vom Schmidtchen;2009;318-0-5320-6512-8;00.01;0
L'Odyssée invisible;Dr Alice Benoit;2000;853-5-9732-2622-1;26.03;1
Lenz;Elisa Streese;2001;055-8-9181-0618-8;17.73;4
Le Siècle de la rue voisine;M. Clément Renault;2019;828-6-3988-9255-5;40.91;9
Blithe Spirit;Miss Alice Hoppe;1968;412-4-2411-6474-8;46.73;9
La Promise du voyeur;Breton Mathilde;2000;473-7-2539-1632-3;43.46;6
Lieutenant Gustl;Fr. Maya Schedler;1957;205-6-1102-5167-4;61.77;7
Le Désir des femmes fortes;Mattéo Mercier;2012;897-2-7367-2734-9;98.60;8
Das Marmorbild;Cecilia Winkler;1993;765-3-3763-0283-6;54.13;5
Le Siècle de la rue voisine;Quentin Vasseur;1990;694-0-0038-6531-3;79.19;1
Many Waters;Florencio Goodwin;2015;660-3-5658-6242-2;45.29;3
Pourquoi je mens ?;Dupuis Enzo;2000;613-2-3478-5170-8;43.95;7
Der Stechlin;Nikolai Wünsche;2010;061-5-2453-0998-7;30.37;2
L'Odyssée invisible;Lola Olivier;1998;595-7-0311-0162-7;17.19;3
Der Spaziergang;Baronin Joseph von der Jungbluth;1998;750-8-4574-8076-2;76.48;4
La Discipline des orphelins;Mlle Noémie Menard;2016;739-2-9211-4130-2;54.43;8
An Acceptable Time;Bianka Carter;2016;234-3-0319-0567-7;39.52;4
Le Désir des femmes fortes;M. Noah Roussel;2017;562-5-7884-8803-1;28.85;8
Mephisto;Baron Dominic Ochs;1999;167-5-9825-8272-2;76.08;2
Pourquoi je mens ?;Gabriel Roger;2019;809-8-2640-9038-7;80.17;6
Die Blechtrommel;Adelina vom Lutz;1987;402-9-1253-9266-8;03.33;5
La Promise du voyeur;Mlle Ethan Jean;2004;065-2-2398-9677-4;58.89;7
Wildfire at Midnight;Israel Stanton;2011;784-3-5224-2032-0;91.77;8
La Discipline des orphelins;Robin Théo;1976;657-2-0021-9351-4;38.79;0
Der zerbrochene Krug;Jette Töpfer;1955;971-4-5300-6850-1;73.09;6
L'Odyssée invisible;Baptiste Vincent;2011;702-1-0051-3904-4;04.44;5
Helden wie wir;Freiherrin Rafael von Klauder;1984;481-6-9889-8789-8;88.92;9
La Soumission comme passion;Benoit Charlotte;2018;425-8-3342-3381-7;57.41;9
Waiting for the Barbarians;Liam Mann;1986;060-8-0590-0782-4;01.47;1
L'Odeur du sanglier;Thomas Le roux;2004;805-0-1120-2869-1;18.55;5
Ganz unten;Gräfin Emil Huth;2014;417-9-2106-5271-6;94.24;1
Le Siècle de la rue voisine;Prof Nicolas Perrin;2000;856-4-7489-1095-4;38.85;5
Leben des Galilei;Gräfin Mio Blum;1943;930-1-0055-4990-4;74.61;7
L'Odeur du sanglier;Justine Breton;2017;246-8-9330-4350-6;11.67;9
The Heart Is Deceitful Above All Things;Maximillian Bashirian DDS;2001;104-3-3287-1487-3;75.69;3
L'Odeur du sanglier;Renault Arthur;1966;648-9-2512-6493-1;27.70;0
Der Tor und der Tod;Leandra Wessel;1970;515-4-4877-1896-2;64.94;3
La progéniture du mal;Prof Julien Louis;1994;208-5-6316-2538-9;00.13;5
Der gute Mensch von Sezuan;Bennet von Kreutz;1999;850-5-5912-2677-0;08.10;9
Le Couloir de tous les mépris;Mlle Mohamed Gauthier;2002;136-1-5876-9151-7;64.44;2
Mother Night;Novella Runte;1973;445-0-5258-0557-6;66.67;9
L'Odyssée invisible;Mme Nathan Leroy;2000;839-6-9751-0098-6;22.85;3
Lerne lachen ohne zu weinen;Prof. Dr. Dr. Maxine Kühn;1993;683-0-7935-7031-1;73.88;0
L'Odeur du sanglier;Dr Clémence Boyer;1990;942-7-2873-2940-0;14.29;4
Reigen;Dipl.-Ing. Magdalena Stephan;1943;674-4-5307-2607-2;30.20;4
La Promise du voyeur;Dr Océane Brunet;1972;973-4-3352-8226-6;64.73;3
Endless Night;Bernadette Cormier;1996;360-7-8186-2120-4;21.68;1
Pourquoi je mens ?;Mlle Arthur Nguyen;1976;322-1-3450-1114-6;99.39;1
Der Verdacht;Michaela von der Schirrmeister;2017;142-9-8863-4178-9;02.96;3
Le Siècle de la rue voisine;Dr Romain Morel;2002;572-0-3842-7861-3;75.39;5
Hyperion oder der Eremit in Griechenland;Prof. Dr. Femke Rose;1955;154-0-7432-5398-2;27.39;5
Le Couloir de tous les mépris;Mme Antoine Clement;1998;953-5-6048-7132-0;87.43;2
Time of our Darkness;Mr. Earnest Stroman;2018;582-8-2932-2662-7;82.55;6
Le Siècle de la rue voisine;Mme Mohamed Lopez;2011;759-6-4297-4558-8;00.52;4
Heidi;Yannick von der Hördt;1968;202-6-9693-2016-6;29.89;9
Le Couloir de tous les mépris;Perez Benjamin;2000;613-0-7443-0277-1;27.85;4
Ende einer Dienstfahrt;Prof. Dr. Annabelle Neumair;2016;634-9-7762-3956-4;48.52;9
