title;author;publicationyear;isbn;europrice;stock
La Soumission comme passion;Eva Renault;2019;423-1-2234-7505-4;15.30;3
Maria Stuart;Gräfin Joscha von der Morhelfer;1981;268-8-4944-1242-5;22.90;8
L'Odeur du sanglier;Antoine Picard;1952;435-2-4022-0063-1;78.38;8
Das kalte Herz;Baron Annalena Schwanitz;1978;396-7-0128-4043-2;85.92;5
Le Couloir de tous les mépris;Roux Raphaël;1959;782-5-6145-6160-4;37.66;7
Precious Bane;Dale Roob;1980;655-9-1858-2229-2;27.39;3
Le Couloir de tous les mépris;Dufour Benjamin;1948;936-9-5958-7952-1;82.69;2
Unterhaltungen deutscher Ausgewanderten;Freiherrin Tammo vom Lindenberg;2016;287-5-9277-9162-6;29.12;3
Le Désir des femmes fortes;Mohamed Roux;2005;867-9-9700-5899-7;36.21;4
Die Rote;Hr. Nina Leiteritz;2008;279-7-2667-5108-6;60.49;5
L'Odyssée invisible;Sacha Dupont;1980;901-4-6234-8858-6;05.11;3
To Your Scattered Bodies Go;Gregg Graham;1946;985-5-7433-4548-6;88.43;4
Pourquoi je mens ?;Mme Mathéo Muller;1946;506-2-3778-9555-6;46.53;2
Der Hauptmann von Köpenick;Graf Meike Pflieger;2012;687-0-3407-5860-1;19.21;5
Le Désir des femmes fortes;Jeanne Gauthier;1952;845-9-2330-9625-3;79.20;4
Im Krebsgang;Nancy Dylus;1951;500-2-7634-9498-2;33.27;4
La Soumission comme passion;Carre Thomas;1970;344-0-9120-5840-6;05.69;9
Surprised by Joy;Ms. Laurianne Franecki;2012;821-0-3492-4604-0;48.21;2
La Peau des savants;Louna Remy;1983;799-0-8132-6355-7;47.17;0
Im Westen nichts Neues;Freiherrin Lillian zu Götzelmann;2007;921-9-1203-0686-9;62.63;6
Le Siècle de la rue voisine;Célia Bernard;1983;592-9-3426-1508-8;17.90;3
Paare, Passanten;Alessa Kleinert;2009;353-2-1022-7152-5;00.46;9
Le Couloir de tous les mépris;Mme Tom Lacroix;1950;367-4-7592-0499-4;15.53;4
Tiger! Tiger!;Orlo Rodriguez;2014;042-8-2524-7791-5;82.14;0
Pourquoi je mens ?;Dr Ethan Blanchard;2016;885-8-4458-6533-8;36.29;4
Der Steppenwolf;Colin Götzelmann;2017;981-3-1950-0445-0;48.35;1
Pourquoi je mens ?;Gautier Lina;1941;979-2-6029-0804-2;11.75;9
Romeo und Julia auf dem Dorfe;Freiherr Jamie von der Tischmann;1981;487-7-4440-6038-4;28.66;8
La progéniture du mal;Gonzalez Enzo;2015;200-9-1031-2723-8;91.17;8
The Daffodil Sky;Arnulfo O'Reilly;2007;876-8-5595-7838-6;65.29;9
Le Siècle de la rue voisine;Pons Charlotte;1995;330-8-8359-8298-4;76.33;7
Nathan der Weise;Graf Linda Dreher;2005;404-5-1352-9538-1;95.98;3
Le Couloir de tous les mépris;Mlle Laura Guillot;1947;560-7-1560-2033-4;70.81;0
Catharina von Georgien;Sebastian von der Filsinger;2009;450-9-8953-1205-3;85.80;9
L'Odyssée invisible;Berger Eva;1942;954-0-8938-0421-0;90.55;5
To a God Unknown;Carson Hackett;2016;412-7-4839-0194-4;47.91;8
L'Odeur du sanglier;Mme Chloé Rey;2009;583-3-8549-4215-0;81.04;6
Im Krebsgang;Markus zu Donie;1961;069-8-5898-5167-1;25.85;6
La Peau des savants;Julien Barbier;2006;009-2-3376-5302-4;34.51;6
Eiche und Angora;Sally Dengler;2004;893-1-4614-5344-9;49.60;6
L'Odyssée invisible;Brun Laura;2001;961-8-8120-9087-2;78.55;2
That Good Night;Shania Batz;2003;751-2-4412-3785-6;42.11;9
La progéniture du mal;Clara Olivier;1948;351-5-1597-0215-7;00.82;0
Der Sandmann;Graf Mia zu Gombert;2011;704-9-9821-4140-1;27.56;0
Pourquoi je mens ?;Hugo Lucas;1983;367-9-8776-0216-2;05.28;8
Die Waffen nieder!;Tristan Metzger;2006;562-0-7925-1470-1;81.48;5
La Promise du voyeur;Prof Laura Fabre;1983;060-6-8369-4481-3;17.88;4
As I Lay Dying;Gilbert Hansen;2006;715-7-0930-0383-4;62.94;9
Le Désir des femmes fortes;Noémie Rolland;1943;420-9-1533-4926-1;56.48;0
Catharina von Georgien;Jana Donie;1950;211-5-6356-0168-2;79.00;3
Le Couloir de tous les mépris;M. Louna Noel;1955;617-7-8977-2344-7;55.73;4
Des Teufels General;Madleen Jacob;1975;036-9-1591-0687-3;64.36;9
Le Siècle de la rue voisine;Laine Emilie;1994;475-9-8821-2719-9;43.16;2
The Cricket on the Hearth;Angeline Schmidt;1987;579-5-6805-9646-3;99.47;0
La progéniture du mal;Romane Marie;1947;713-1-5416-4237-5;29.52;3
Der zerbrochene Krug;Gräfin Helin vom Jess;2005;729-0-2652-9930-0;88.79;4
La Promise du voyeur;Ethan Mercier;1994;883-5-7208-9540-3;24.08;2
Die Leute von Seldwyla;Sonja Häfner;1978;604-9-8798-2470-8;39.38;8
La Promise du voyeur;Sacha Laurent;2019;410-4-2498-8325-8;49.51;5
A Glass of Blessings;Francis Smitham;1996;362-8-7691-2823-1;87.20;9
Le Siècle de la rue voisine;Dr Quentin Clement;1994;283-1-3200-5012-2;22.33;7
Deutschland. Ein Wintermärchen;Milo von der Wenk;1980;767-4-0584-9312-1;73.67;0
Pourquoi je mens ?;Lena Simon;2015;703-7-8943-1266-4;78.19;1
Romeo und Julia auf dem Dorfe;Leila Gollnow;2002;175-4-5619-8343-2;48.09;8
La Promise du voyeur;Camille Schneider;1954;961-6-1248-8726-6;69.30;7
The Doors of Perception;Jamar Torp;1970;406-4-0924-4536-4;83.37;1
Pourquoi je mens ?;Mlle Nathan Dupont;1956;781-1-1330-2354-5;72.03;9
Die Erschiessung des Landesverräters Ernst S.;Freiherr Malik Lehner;2004;763-6-2230-1882-7;88.71;4
L'Odyssée invisible;Roy Clémence;2002;520-6-3376-0770-0;81.67;3
Die Welt als Wille & Wahn;Prof. Dr. Maira Werner;2006;799-0-1710-2892-7;59.39;1
La Peau des savants;Adrien Lambert;2001;025-1-1105-1546-5;63.36;1
The Road Less Traveled;Ronny Reinger Jr.;2013;163-7-1345-9084-0;14.56;5
La Discipline des orphelins;M. Ines Guerin;2018;033-4-4610-9640-2;90.39;4
Die zärtlichen Schwestern;Ilias von Kohle;2014;180-7-8493-2800-1;29.42;0
La Promise du voyeur;Dr Théo Perez;1983;503-9-7808-4032-3;83.73;3
Mario und der Zauberer;Gräfin Tim Schreck;2007;006-3-8003-6133-3;14.62;3
L'Odeur du sanglier;Masson Lucas;1996;264-3-5451-1523-1;78.71;2
O Jerusalem!;Rosina Botsford;1953;418-2-2403-4615-4;55.10;7
Le Couloir de tous les mépris;Lopez Nathan;2011;317-0-5930-8645-0;37.28;4
Catharina von Georgien;Mirko Steinmetz;2009;898-1-3850-5246-2;99.38;5
L'Odeur du sanglier;Mlle Lola Joly;2018;374-1-5672-0957-0;62.96;0
Katz und Maus;Janna Hechler;1985;855-2-7308-1630-6;99.86;0
La Promise du voyeur;Marie Morel;1981;251-1-5333-6563-3;83.36;1
Arms and the Man;Gilda Miller;2013;173-2-1801-5883-0;04.35;1
La progéniture du mal;Victor Perrot;2011;216-2-7248-2432-5;68.30;3
Der Vulkan;Lynn Roloff;2018;861-4-6035-1024-4;43.92;7
La Promise du voyeur;Sacha Carre;1982;481-2-4861-0790-3;84.89;1
Eiche und Angora;Andreas Stenzel;1993;937-7-4229-0725-9;65.94;9
La Discipline des orphelins;M. Mael Lambert;2012;813-6-2031-9371-7;54.55;9
To Say Nothing of the Dog;Hollis Emmerich IV;2008;969-1-9581-2712-9;49.14;1
La progéniture du mal;Prof Alice Martin;1992;580-3-9351-9391-0;53.88;0
Die Weber;Yaren vom Loogen;2004;670-0-0637-1456-9;15.72;6
L'Odeur du sanglier;Mme Adam Colin;1942;175-7-5761-0217-2;91.98;6
Leben des Galilei;Freiherr Irem Huber;2008;800-4-0313-4989-4;31.31;0
La Soumission comme passion;Robert Manon;1950;387-5-3484-7210-1;41.49;6
What's Become of Waring;Loyal Tremblay II;2006;547-4-8204-7024-1;02.39;0
Pourquoi je mens ?;Jacquet Sacha;1982;159-7-8341-3673-4;85.30;6
Das Parfum;Prof. Dr. Dr. Caspar Sillah;1956;939-9-5063-9226-5;28.91;7
Le Désir des femmes fortes;Maeva Jean;1946;196-4-4779-6231-9;52.10;4
Das Schiff Esperanza;Christin Arndt;1997;400-3-4493-3185-0;14.32;2
Le Couloir de tous les mépris;Enzo Huet;1997;332-2-1085-1726-8;86.08;6
Tender Is the Night;Obie Crooks;1967;493-4-4617-1904-1;72.54;2
Le Désir des femmes fortes;Dr Romain Vidal;2013;154-9-3605-1402-0;17.05;4
Die Panne;Freiherrin Alexia von Metzger;2013;253-3-3975-8665-7;03.91;6
Le Désir des femmes fortes;Dr Mattéo Marchal;1965;011-4-5310-4056-4;48.24;6
Das kalte Herz;Angelo zu Orth;1965;078-5-4154-7263-1;23.82;1
L'Odyssée invisible;Mlle Benjamin Moreau;1976;045-1-9847-9817-5;52.97;5
The Cricket on the Hearth;Keven Konopelski;1982;086-5-7142-9187-1;97.57;9
La Peau des savants;Mattéo Remy;2018;718-2-1767-0019-0;60.93;7
Der gute Mensch von Sezuan;Naomi Hudak;1999;300-3-8402-8316-9;37.71;4
Le Couloir de tous les mépris;Mlle Romain Dumas;1977;686-9-3700-2699-9;02.93;4
Ansichten Eines Clowns;Clarissa Leibold;2016;577-7-0679-4137-8;02.61;6
La Peau des savants;Prof Sacha Lefebvre;2005;509-3-0014-7528-0;04.30;2
Noli Me Tangere;Dr. Adrain Tromp;2016;967-7-3622-8130-7;83.09;8
La Discipline des orphelins;Mélissa Dumont;2018;534-4-1898-4749-9;36.59;7
Die Welt als Wille & Wahn;Freiherrin Naomi zu Wolff;2018;503-7-0618-4181-2;50.42;8
Le Couloir de tous les mépris;Schneider Clara;1975;945-2-5650-7234-9;70.08;8
Mephisto;Freiherrin Jessy von Mertens;2009;701-4-0668-6997-9;48.97;4
La Peau des savants;Emilie Durand;2012;343-1-7460-2903-5;54.62;8
Unweaving the Rainbow;Miss Tyson Rempel;1993;656-9-0695-4749-6;37.80;0
La Promise du voyeur;Mathéo Fleury;1981;443-8-2283-9281-9;55.10;9
Leben des Galilei;Gräfin Bent vom Schonberg;1954;310-3-4889-7918-3;23.50;0
La Soumission comme passion;Mlle Noa Schmitt;1961;372-1-3728-2972-4;49.82;7
Der Augenblick der Liebe;Hr. Mads Jeorga;1956;851-7-1326-4530-3;58.11;4
L'Odeur du sanglier;Prof Zoe Vasseur;2015;649-8-1007-5688-9;92.79;4
The Moving Toyshop;Devonte McCullough;1951;432-8-8547-0809-4;10.09;0
La Peau des savants;Kylian Jean;1996;495-9-8954-7608-2;46.60;0
Der Augenblick der Liebe;Graf Evelina zu Bahl;1999;071-0-0472-3322-1;41.71;8
La Soumission comme passion;Gaillard Emilie;2009;109-2-8597-0678-2;11.90;8
Leben des Galilei;Freiherr Sofia vom Kohrt;1978;276-1-7194-3512-8;43.18;0
La progéniture du mal;Romain Masson;2011;638-2-3553-8955-1;09.01;3
Nectar in a Sieve;Carmella Schaden;2015;774-0-0357-9141-5;34.35;7
La progéniture du mal;Meunier Maxime;1988;508-3-6486-3963-2;33.97;5
Die Waffen nieder!;Cem Schnürer;2012;716-6-1444-6939-2;34.44;0
Le Désir des femmes fortes;Louna Lecomte;1983;793-6-9551-4793-4;16.28;5
Der Brief des Lord Chandos;Baronin Gian Krauspe;2018;796-6-1197-9327-0;58.03;6
Le Désir des femmes fortes;Camille Fournier;1946;804-1-7327-9040-7;04.30;5
Mr Standfast;Libby Friesen;2010;942-4-8261-8244-9;05.94;7
L'Odeur du sanglier;Leclercq Louis;1953;793-3-1930-5593-5;86.31;0
Cleopatra;Bo Kohrt;2009;822-2-8184-0520-1;78.54;5
La Discipline des orphelins;M. Tom Perrot;1971;585-1-1862-6056-4;48.59;0
Die Buddenbrooks;Steffen zu Drees;1956;897-5-0068-2718-6;18.33;7
La Soumission comme passion;Louis Adam;2005;009-9-6777-2365-8;55.03;6
The Way Through the Woods;Aglae Hamill;1940;805-6-3012-5271-3;41.96;4
Le Couloir de tous les mépris;Dumas Anaïs;1941;390-6-8808-8168-6;91.67;2
Jakob der Lügner;Nelli Beushausen;2012;063-4-2486-2647-7;91.94;2
L'Odyssée invisible;Sarah Andre;2018;956-7-2105-0650-4;70.91;2
Cleopatra;Eva von der Restorff;2014;091-8-8535-0893-1;74.73;7
L'Odeur du sanglier;Martinez Adrien;1944;084-1-5181-5122-9;01.05;9
Many Waters;Josephine Greenholt;2001;941-9-0642-9999-5;25.24;1
La Promise du voyeur;Hubert Gabriel;1940;819-6-6097-2420-5;62.31;6
Berlin Alexanderplatz;Bennet Schüler;1969;200-5-9623-8390-1;77.71;3
Le Désir des femmes fortes;Lefebvre Camille;2002;419-9-5009-9319-4;93.60;7
Die Waffen nieder!;Graf Hanno Erm;2001;664-0-5949-2900-4;58.86;7
Pourquoi je mens ?;Maeva Nguyen;1995;896-5-2751-5632-4;07.66;9
Look Homeward, Angel;Wilber Bechtelar;2015;963-2-9715-7582-5;96.43;5
La Discipline des orphelins;Dr Louise Marchal;2010;170-2-9120-2719-4;04.32;4
Jedermann;Freiherrin Evelyn von Sujew;1993;509-0-8354-7136-5;12.70;0
La Peau des savants;Mme Alicia Noel;1980;099-4-5110-0562-6;68.48;3
Heidi;Prof. Dr. Dr. Alma Rentz;1977;284-8-0232-8914-6;10.98;5
Le Couloir de tous les mépris;Lilou Michel;2017;369-0-0055-2911-9;17.61;9
Butter In a Lordly Dish;Anita Bins;2005;428-4-1493-4216-3;01.72;7
La progéniture du mal;Théo Duval;1991;243-4-7761-1937-7;00.42;5
Tauben im Gras;Liah Kraft;2016;465-0-0687-9331-5;20.03;4
Le Siècle de la rue voisine;Prof Sarah Perrot;1997;993-7-0524-2590-5;48.66;7
Maria Stuart;Ivan Görlich;2017;705-3-8804-6458-2;12.23;0
Le Siècle de la rue voisine;Dupuis Pauline;2016;560-6-9182-6946-7;72.68;4
The Heart Is a Lonely Hunter;Cierra Bauch;1940;586-3-4797-9276-6;66.25;0
Le Siècle de la rue voisine;Mael Gonzalez;1940;982-6-6992-1542-8;96.82;5
Heinrich von Ofterdingen;Freiherr Sinja von der Rabenstein;2003;907-6-7518-2159-6;12.08;4
Le Désir des femmes fortes;Louna Fleury;2007;998-8-2927-6315-6;75.69;3
Vor Sonnenaufgang;Jean Kaiser;1998;769-8-7759-3050-3;35.35;8
Le Désir des femmes fortes;Clara Meunier;1961;162-2-2645-5127-6;31.06;4
Beyond the Mexique Bay;Grant Bailey;2017;114-4-6855-5392-7;62.55;7
Pourquoi je mens ?;Mélissa Brunet;2017;602-3-9664-0933-4;23.24;9
Haus ohne Hüter;Graf Kira Göhler;1984;617-2-8799-1614-2;50.60;4
L'Odyssée invisible;Noa Lambert;1995;905-8-9799-9816-0;64.84;7
Der Vulkan;Luzie Feller;2014;109-2-1561-5598-0;60.97;6
Pourquoi je mens ?;Mme Lucas Sanchez;1968;514-2-7586-6857-4;39.19;6
The Torment of Others;Delphia Jerde;2009;098-9-9100-4760-8;75.77;9
Pourquoi je mens ?;Dr Louise Meyer;2001;266-6-2411-1392-5;18.91;1
Die Waffen nieder!;Anabel Meyer;2007;483-3-7570-7243-7;57.36;0
La Peau des savants;Mlle Maëlys Leclercq;1966;654-8-9576-5413-0;31.54;2
Damals war es Friedrich;Hr. Ron Deuschle;1977;985-9-9779-1422-5;84.90;8
Le Couloir de tous les mépris;Mme Charlotte Dufour;1952;745-9-4626-6946-1;51.76;6
For Whom the Bell Tolls;Mr. Clementine Schaefer;1993;122-4-8960-4763-5;30.77;0
Le Désir des femmes fortes;Jacquet Léo;1971;604-5-3872-7988-5;58.63;7
Das steinerne Herz;Freiherrin Elli zu Kovacs;1979;957-8-4506-8499-4;82.22;0
La Promise du voyeur;Philippe Adam;2014;902-9-8266-4434-5;83.11;5
Lenz;Baris zu Donie;2010;296-7-4164-9613-1;28.24;8
La Discipline des orphelins;Lemoine Mathéo;2010;848-6-9197-3402-5;82.37;4
Those Barren Leaves, Thrones, Dominations;Milan Treutel PhD;2004;427-9-9139-0342-1;62.79;3
Le Siècle de la rue voisine;Dr Julie Gonzalez;2006;124-9-3972-3289-5;00.28;7
Die Aufzeichnungen des Malte Laurids Brigge;Annabelle Görlich;2015;647-6-3058-7590-3;45.01;2
Le Désir des femmes fortes;Julie Laine;2003;302-5-7738-3737-6;68.97;5
Nathan der Weise;Prof. Bruno Vogt;2001;496-5-9788-8754-2;96.44;4
La Peau des savants;Anaïs Charles;2012;344-4-4537-5277-0;80.36;2
The Needle's Eye;Mr. Marshall Roob;1989;387-1-1798-3990-6;50.54;1
Le Désir des femmes fortes;Lemaire Camille;1974;975-3-1781-5805-2;92.36;2
Der Richter und sein Henker;Elli Janke;2014;103-7-9175-9346-1;25.38;6
La Promise du voyeur;Barre Maëlle;1950;200-4-1986-6319-6;49.17;5
Der gute Mensch von Sezuan;Freiherrin Cassandra vom Balzer;2019;634-5-0786-2659-0;35.49;4
Le Désir des femmes fortes;Mohamed Roux;2015;682-0-1166-6242-7;84.62;1
The Stars' Tennis Balls;Jessica Koelpin;2005;683-8-0499-8422-8;63.54;6
La Peau des savants;Prof Sacha Marchal;2011;617-4-6838-9352-4;49.67;8
Der (kleine) Schatz im Kugelbauch;Amon Riester;2010;381-2-1534-7157-0;31.02;3
Le Siècle de la rue voisine;Mlle Noa Laine;2004;884-3-1513-1505-3;00.44;3
Ansichten Eines Clowns;Eva Grimm;1981;521-4-4365-2239-1;23.31;7
La Soumission comme passion;Mme Mattéo Berger;2014;259-7-7400-6100-9;98.35;2
The Line of Beauty;Humberto Brown;1947;531-6-9957-9107-6;14.78;0
La Promise du voyeur;Alicia Lefebvre;2017;843-0-8871-9411-3;66.64;5
Die Physiker;Dominik Reuss;2000;073-0-4394-3725-3;09.60;1
La Promise du voyeur;Robert Noémie;2016;226-5-2698-5809-7;43.14;4
Vor Sonnenaufgang;Gräfin Alisha Ringer;1976;936-0-0399-9685-3;55.16;2
Le Couloir de tous les mépris;Noa Meyer;1994;951-4-3530-4685-1;39.61;3
The Grapes of Wrath;Augustus Kling;1965;813-6-1225-8545-0;06.94;8
Pourquoi je mens ?;Dumont Ethan;1976;928-0-3315-2905-4;51.07;1
Narziß und Goldmund;Prof. Dr. Dr. Leyla Jung;2006;041-4-6429-9468-3;82.07;6
Le Désir des femmes fortes;Juliette Charles;2016;197-8-9836-5454-8;08.21;9
Wer einmal aus dem Blechnapf frisst;Thomas zu Pomp;2002;168-9-1444-2086-4;20.63;1
Le Désir des femmes fortes;M. Baptiste Gaillard;2004;457-4-3556-4641-2;14.88;8
The Golden Bowl;Ms. Rafael Dach;1997;414-4-9199-4910-6;14.64;6
La progéniture du mal;Mlle Juliette Vidal;1970;611-2-4930-6713-3;01.62;9
Maria Magdalene;Arthur Bringmann;2011;701-5-7718-4371-5;04.60;4
Pourquoi je mens ?;Dr Tom Breton;2018;110-3-9064-7418-5;72.78;8
Reigen;Freiherrin Colin von der Howard;1995;381-5-1787-8535-6;88.54;0
Le Désir des femmes fortes;Alexis Morel;2008;226-0-9616-7533-8;13.28;8
Recalled to Life;Eduardo Ortiz;1946;494-8-9285-5819-1;55.74;6
La Discipline des orphelins;Lou Adam;1969;955-9-2027-4309-0;04.15;8
Die Waffen nieder!;Shawn Kausemann;1940;727-2-6910-7294-2;79.65;8
La Discipline des orphelins;Nicolas Roux;1957;299-0-0455-1459-0;89.62;0
Götz von Berlichingen;Melina Waschbüsch;2017;553-1-8870-5537-0;59.54;2
Pourquoi je mens ?;Mme Lucas Royer;1957;451-7-2432-1129-1;81.97;5
Consider Phlebas;Kyra Gibson;1971;870-9-8338-2465-4;38.32;4
Le Désir des femmes fortes;Yanis Bonnet;1974;176-9-7404-8116-6;22.63;2
Siddhartha;Paula Ritter;2009;977-5-3374-2089-5;22.02;7
La Peau des savants;Benjamin Dufour;1967;174-5-9710-6953-1;20.37;6
Über das Studium der griechischen Poesie;Karolina Rücker;1984;203-4-5720-2333-8;89.75;2
Pourquoi je mens ?;Mlle Mélissa Gaillard;1958;285-4-7116-5496-2;08.89;2
Bury My Heart at Wounded Knee;Katharina McKenzie II;1940;167-0-9660-8282-0;16.96;9
L'Odeur du sanglier;Dr Rayan Duval;1996;653-1-9744-1795-8;60.01;6
Der abenteuerliche Simplicissimus;Tanja Fleischmann;2006;272-2-6874-7481-7;19.70;0
La Soumission comme passion;Laine Arthur;1956;755-8-4326-9175-4;64.83;3
Die Waffen nieder!;Prof. Dr. Dr. Charlotte Rahn;2011;392-5-4427-0621-9;59.94;1
L'Odyssée invisible;Benjamin Dufour;2003;330-1-4703-0804-9;61.61;0
Precious Bane;Nathen Stoltenberg V;1955;265-7-7934-4740-5;54.47;2
La Peau des savants;Clément Sanchez;2017;472-0-7599-3377-0;17.84;5
Katz und Maus;Joy von Zintl;2014;724-7-1335-7637-0;53.10;9
Le Siècle de la rue voisine;Noah Fournier;2019;619-8-5274-7009-8;73.62;5
Die verlorene Ehre der Katharina Blum;Kevin Woytkowska;1994;427-9-9400-7306-2;42.87;5
La Soumission comme passion;Pierre Adrien;1946;444-6-4006-8945-9;85.27;9
In Dubious Battle;Elaina Pagac DVM;1944;351-0-3780-6059-0;53.30;1
L'Odyssée invisible;Dr Lilou Blanchard;1959;618-1-8480-5233-0;54.87;2
Der Tor und der Tod;Carlotta von der Kreutz;1961;899-7-4779-4059-8;00.64;1
Le Siècle de la rue voisine;Romain Charles;1991;421-6-0932-7527-7;13.33;7
Die Dreigroschenoper;Baron Mark Kampschulte;1986;363-7-5349-5579-1;47.69;2
Le Siècle de la rue voisine;Clara Deschamps;1958;135-0-0300-1201-8;56.64;8
The Wings of the Dove;Lamar Barrows II;1962;632-3-6147-1733-8;67.64;9
Pourquoi je mens ?;Colin Zoe;2008;067-7-9583-8122-0;61.84;2
Winnetou;Aurelia Dolch;1963;024-8-5653-3637-1;89.54;9
La Promise du voyeur;Brun Ethan;2007;514-5-8321-0571-1;48.69;3
Maria Magdalene;Freiherr Tizian Senkel;2011;513-2-4621-9415-4;53.38;6
La progéniture du mal;Arthur Mathieu;2019;631-9-5145-2011-0;22.46;9
The Wings of the Dove;Pietro Stroman;2014;392-3-8690-0278-8;07.65;3
La Promise du voyeur;Mme Ethan Robert;1964;546-1-0939-7070-2;16.52;2
Ansichten Eines Clowns;Emmi Loska;1970;647-8-3673-9972-6;46.70;4
La Discipline des orphelins;Maëlys Robert;1977;388-5-9456-3600-9;17.48;9
Der (kleine) Schatz im Kugelbauch;Gräfin Enie Behr;1956;913-1-4601-7080-1;13.72;6
Le Couloir de tous les mépris;Evan Roy;1972;002-1-8112-6695-4;10.89;6
An Evil Cradling;Keely Stehr;2018;880-2-7041-0144-6;70.48;7
L'Odyssée invisible;Mlle Lucie Gerard;1952;620-1-1005-7882-3;59.25;5
Traumnovelle/Die Braut;Nikolai von Storp;2010;626-3-5237-7793-9;17.39;5
La progéniture du mal;M. Mathis Carpentier;2015;753-1-9456-0534-4;23.00;1
Also sprach Zarathustra;Amir Schönlebe;2015;088-8-0113-4638-8;15.41;9
L'Odeur du sanglier;Antoine Barbier;2009;826-5-5912-0024-0;42.51;4
The Proper Study;Dell Shanahan;2017;419-0-3939-7038-3;74.97;7
Le Couloir de tous les mépris;Prof Lisa Gautier;2008;006-8-2089-4139-6;34.15;9
Woyzeck;Dr. Zoé Behrenbruch;2019;511-4-8145-6694-8;36.18;7
Pourquoi je mens ?;Lefevre Nathan;2002;198-7-8084-7571-4;71.91;5
Reigen;Luise Molzan;2006;742-7-0326-8461-3;32.72;5
La Peau des savants;Alexis Dupont;1959;814-2-9452-2265-8;31.45;9
Unweaving the Rainbow;Alvina Hahn DVM;1981;276-1-7915-7628-4;17.04;2
La Discipline des orphelins;Paul Fabre;1961;561-6-6891-1665-7;71.21;1
Die Rote;Hr. Henrik Schönberg;1988;460-0-2731-7933-0;63.78;8
Le Désir des femmes fortes;Giraud Mathis;2009;944-5-2234-7858-8;30.93;1
Billiard um halbzehn;Jordan Martel;1971;359-8-2495-3812-2;55.29;6
L'Odeur du sanglier;Breton Nathan;2007;039-1-1263-7845-9;93.58;8
Unweaving the Rainbow;Amir Langosh;2009;383-6-9892-3600-9;85.90;1
La Promise du voyeur;Chloé Leclercq;1967;351-4-9255-9822-8;51.96;7
Leben des Galilei;Lynn Krauspe;2008;332-8-1280-6415-8;24.51;3
L'Odyssée invisible;Bertrand Charlotte;1943;644-8-7482-8197-2;75.44;7
Wilhelm Meisters Wanderjahre oder die Entsagenden;Jonte von Töpfer;2016;564-5-6423-4530-8;99.08;6
La Promise du voyeur;Carla Hubert;2013;191-3-0332-9036-2;00.14;7
Jesting Pilate;Ismael O'Hara;1999;714-1-8628-3274-2;21.35;2
La Peau des savants;M. Lena Bourgeois;1989;215-7-6915-4769-8;16.50;4
Homo faber;Freiherr Jannik von Vahlensieck;1992;513-2-2552-1496-9;48.34;6
La Discipline des orphelins;Julien Anaïs;1999;577-6-4808-6469-4;15.27;1
Das Parfum;Baron Joel von der Theele;2013;320-4-4927-5284-4;26.59;2
La Soumission comme passion;Lecomte Enzo;1960;198-9-6574-6866-3;69.39;2
If Not Now, When?;Dr. Garland Russel;1979;466-7-7940-2790-6;34.46;1
La Discipline des orphelins;Guillot Ines;2000;221-7-0482-2386-4;68.79;9
Götz von Berlichingen;Jared von der Friedrich;2017;266-0-8221-4828-2;41.70;3
Le Couloir de tous les mépris;Julien Duval;1957;900-2-9386-8783-8;00.48;6
Lerne lachen ohne zu weinen;Julie Vokuhl;1975;197-9-6324-2191-9;98.02;4
Le Couloir de tous les mépris;Tom Fontaine;2007;589-8-7844-5644-6;28.14;0
The Parliament of Man;Lempi Stracke;2014;227-5-7394-5509-0;92.68;8
Le Couloir de tous les mépris;Prof Anaïs Richard;1996;574-0-0136-1415-9;57.36;5
Das steinerne Herz;Freiherrin Felina Räntsch;1973;101-5-5837-4407-8;95.82;6
La Discipline des orphelins;Louis Ines;2001;426-4-4164-9556-5;92.68;9
Die Leute von Seldwyla;Davide Fink;2005;824-8-7693-3583-9;83.03;8
Le Couloir de tous les mépris;Martinez Nicolas;1991;855-5-9270-7874-0;44.55;5
Ring of Bright Water;Coby Donnelly;1997;024-8-4462-2458-8;85.36;7
Le Désir des femmes fortes;Dr Mohamed Aubry;2005;349-5-7208-7391-0;42.84;4
Der Richter und sein Henker;Sven Berning;2018;446-6-1817-7702-1;63.55;3
La Soumission comme passion;Dr Louis Julien;1969;058-4-4185-3353-7;31.03;6
Andorra;Gräfin Anthony zu Helpling;1955;092-2-8630-4343-8;06.80;9
La Peau des savants;Prof Evan Fleury;1968;511-5-0405-3495-6;93.95;5
Cabbages and Kings;Marlene Thompson;2018;737-3-8988-2669-0;22.75;2
La Promise du voyeur;Gerard Noah;2013;804-8-3561-9882-2;79.55;8
Der (kleine) Schatz im Kugelbauch;Nora Denzinger;1985;531-3-3981-1538-3;52.15;7
La Discipline des orphelins;Blanchard Ines;1941;148-1-1057-8102-5;83.64;0
Der Verdacht;Prof. Dr. Lillian Oppong;2002;379-9-5130-8263-2;86.53;4
La Promise du voyeur;Prof Clara Legrand;1995;142-8-0245-5391-8;43.88;9
In Death Ground;Weston Funk;1979;546-3-4451-7913-9;12.45;5
La Soumission comme passion;Prof Théo Roche;1975;717-2-4458-0542-2;02.54;4
Maria Magdalene;Xaver Neupert;1996;186-4-8289-6599-4;04.74;5
La Promise du voyeur;Tom Richard;1968;310-5-6489-1281-2;02.46;1
Romeo und Julia auf dem Dorfe;Patrick Greithanner;1973;689-2-3550-2833-8;50.55;9
